age,educ,sex,race,born,income,raclive,afraid
27,16,male,white,yes,26,yes,1
39,12,male,other,yes,13,yes,0
44,12,male,white,yes,,yes,0
25,17,female,white,yes,26,yes,1
37,13,female,white,yes,18,yes,1
55,16,female,white,yes,26,yes,1
,18,male,white,no,22,no,0
81,20,male,white,yes,20,no,0
46,12,female,white,yes,20,,0
71,16,male,white,yes,26,yes,0
66,18,female,white,yes,21,no,0
71,19,male,white,yes,21,yes,0
,18,male,other,no,25,yes,0
56,16,male,white,yes,26,yes,0
23,14,female,white,yes,,,0
49,16,male,white,yes,25,yes,0
74,18,male,white,no,22,yes,1
63,16,male,other,no,25,yes,1
30,16,male,other,no,25,yes,1
27,18,female,white,yes,20,yes,1
47,12,female,white,no,13,yes,1
69,16,female,white,yes,21,yes,0
31,18,female,other,yes,17,yes,0
,,,white,,,yes,1
60,18,male,white,no,23,yes,1
,18,male,white,yes,18,yes,0
55,18,male,white,yes,17,yes,0
47,19,female,white,yes,22,yes,0
38,13,female,white,yes,18,no,0
,16,female,white,yes,,yes,0
71,12,female,white,yes,4,no,0
35,18,female,white,yes,24,,0
75,8,female,white,yes,8,yes,0
,12,female,white,yes,13,,0
60,12,female,white,yes,5,,0
,16,female,white,no,26,no,0
80,15,female,white,yes,25,no,1
39,18,male,white,no,19,no,0
,15,female,white,yes,20,yes,0
61,16,male,other,no,26,,0
57,16,male,white,yes,18,,0
73,12,female,white,yes,18,no,1
53,12,male,white,yes,,yes,0
20,12,female,white,yes,20,yes,1
58,14,male,white,yes,8,yes,0
61,10,male,white,yes,1,no,0
35,14,female,white,yes,21,yes,0
58,12,female,white,yes,16,no,0
55,16,female,other,yes,23,no,0
59,16,female,white,yes,21,no,0
36,16,female,white,yes,17,yes,1
31,16,male,white,yes,22,,0
62,20,female,white,yes,18,yes,1
62,18,male,white,yes,12,no,0
40,12,female,white,yes,,no,0
45,18,female,white,no,26,yes,0
75,17,female,white,yes,17,no,0
74,16,male,white,yes,23,no,0
51,15,female,white,yes,20,no,0
89,16,male,white,yes,20,yes,0
71,16,female,white,yes,25,yes,0
71,18,male,white,yes,24,no,0
58,20,male,white,yes,26,yes,1
51,17,female,white,no,20,yes,0
51,16,female,white,yes,26,yes,0
61,16,female,white,yes,,no,0
,13,female,white,yes,,no,1
42,12,male,black,no,13,yes,1
64,12,male,white,yes,23,yes,0
55,12,female,white,yes,,yes,1
73,18,female,black,yes,21,yes,1
82,12,female,white,yes,12,no,0
55,12,male,other,no,19,yes,0
40,20,female,black,yes,,yes,1
33,16,female,white,yes,26,yes,0
82,18,male,white,yes,23,,0
58,15,male,white,yes,22,yes,0
83,16,female,white,yes,,yes,1
41,17,male,white,yes,21,yes,1
38,12,female,black,yes,13,yes,1
,,,black,,,yes,1
63,14,male,white,yes,23,yes,0
,14,female,black,no,,yes,0
73,18,female,white,yes,23,no,0
74,16,female,white,yes,22,,1
62,17,female,white,yes,22,yes,0
51,18,female,white,no,22,yes,0
58,20,female,white,yes,26,yes,0
29,14,female,white,yes,,yes,1
36,16,female,other,no,26,yes,0
64,17,male,other,no,21,no,0
77,15,male,white,yes,21,yes,0
54,16,male,white,yes,26,yes,0
37,14,female,white,yes,20,yes,0
76,17,female,white,yes,20,yes,0
68,14,male,white,yes,24,yes,0
52,14,male,white,no,22,,0
59,18,male,other,no,26,no,0
42,15,male,other,no,,yes,1
47,16,female,other,no,26,yes,1
53,16,male,other,no,24,yes,0
58,16,male,white,yes,26,yes,0
63,14,female,black,yes,16,yes,1
61,16,female,other,no,23,yes,0
64,14,female,white,yes,21,yes,1
38,19,female,white,no,,yes,1
68,11,female,,yes,8,yes,1
28,13,female,black,yes,9,yes,1
61,8,female,black,no,1,yes,1
36,15,female,black,yes,9,no,0
53,12,male,white,yes,12,yes,1
31,13,female,black,yes,,yes,0
38,19,female,other,no,12,no,1
56,16,male,white,no,,yes,0
31,17,male,other,no,26,yes,1
33,16,male,white,yes,10,yes,1
33,16,male,other,yes,26,yes,1
23,17,female,white,yes,22,yes,1
,16,male,white,yes,23,yes,0
29,16,male,white,yes,26,yes,1
,16,male,other,no,,yes,1
,19,male,white,no,26,,0
48,17,male,other,no,1,yes,0
46,19,female,black,yes,25,yes,0
45,7,male,other,no,20,yes,1
21,13,male,other,yes,1,yes,0
19,12,male,other,yes,21,yes,0
,14,male,white,no,26,yes,0
50,15,female,white,no,23,yes,1
25,12,female,other,yes,26,yes,0
,,,white,,,yes,1
54,14,female,black,yes,20,yes,1
21,14,male,other,yes,,yes,0
27,16,female,white,yes,25,,0
,14,male,white,yes,,no,0
38,14,male,white,yes,21,yes,1
68,12,female,white,yes,24,yes,1
49,18,male,white,yes,26,yes,0
80,18,male,white,yes,26,yes,0
72,14,female,white,yes,24,no,0
63,13,female,white,yes,19,yes,0
34,17,male,white,yes,24,yes,0
51,14,male,white,yes,25,,0
52,16,male,white,yes,26,yes,0
84,12,female,white,yes,20,yes,0
81,20,male,white,yes,24,no,0
31,16,female,white,yes,24,yes,1
41,16,female,white,yes,24,yes,0
60,14,female,white,yes,21,yes,1
,16,male,white,yes,,yes,0
46,12,female,white,yes,2,yes,0
41,12,male,white,yes,22,yes,0
40,16,male,white,yes,18,yes,0
65,18,male,white,yes,24,no,0
28,14,male,white,yes,10,yes,0
46,16,male,white,yes,20,,0
67,19,male,white,yes,24,,0
38,13,female,other,yes,11,yes,1
47,14,female,white,yes,24,yes,0
28,16,male,white,yes,20,yes,0
81,12,female,white,yes,21,no,0
72,16,male,white,yes,18,yes,0
63,16,male,white,yes,,yes,0
,12,female,white,yes,20,yes,0
36,15,male,black,no,15,yes,0
83,18,female,white,yes,19,yes,0
33,13,female,,yes,17,yes,1
34,11,female,black,yes,14,yes,0
,,male,other,yes,,yes,1
81,14,male,white,yes,10,no,0
70,17,male,white,yes,17,no,0
57,12,female,white,yes,21,no,0
42,13,male,white,yes,21,no,0
39,16,female,white,yes,26,yes,0
23,11,female,white,yes,,,0
63,19,female,white,yes,19,,1
41,12,male,white,yes,23,yes,0
,10,female,white,yes,12,no,1
63,12,female,white,yes,19,yes,0
83,12,male,white,yes,18,yes,0
73,12,female,white,yes,,yes,1
,15,male,,yes,,yes,1
73,14,female,white,yes,,no,0
72,13,female,white,yes,14,yes,0
50,14,female,white,yes,9,no,0
,16,female,white,yes,,,1
45,15,male,white,yes,26,no,1
52,14,female,white,yes,22,,0
65,16,female,white,yes,26,no,0
,16,female,white,yes,,,1
45,12,male,white,yes,18,yes,0
68,12,male,white,yes,19,yes,0
41,18,female,white,yes,26,yes,0
,18,male,black,yes,,yes,1
33,16,male,white,yes,21,yes,0
43,14,female,white,yes,18,yes,0
72,12,male,white,yes,19,yes,0
89,12,female,white,yes,8,yes,0
59,12,female,white,yes,8,yes,0
29,10,male,white,yes,18,yes,0
64,20,male,white,yes,25,yes,0
44,14,female,white,yes,21,yes,1
42,15,male,white,yes,21,yes,0
41,,male,white,yes,,yes,0
76,20,female,white,yes,18,yes,1
59,12,female,white,yes,23,yes,1
65,19,male,white,yes,,yes,0
81,18,male,white,yes,26,no,1
52,17,male,white,yes,25,yes,0
34,16,male,white,yes,19,yes,0
19,11,female,white,yes,,no,0
41,16,female,white,yes,26,no,1
59,15,male,white,yes,26,yes,0
,12,female,white,yes,,yes,0
66,16,female,white,yes,26,yes,0
29,16,male,white,yes,23,yes,0
68,20,male,white,yes,26,yes,0
30,16,male,white,yes,21,yes,1
61,16,female,white,yes,23,yes,0
,16,,other,no,,yes,0
72,16,male,white,yes,19,yes,0
77,16,male,white,yes,22,yes,1
69,16,female,white,yes,21,no,0
41,16,female,white,yes,,yes,0
79,16,male,white,yes,17,yes,0
33,16,male,white,yes,20,,0
54,18,female,white,yes,26,yes,0
62,16,female,white,yes,26,yes,0
37,18,female,white,yes,22,yes,0
64,16,male,white,yes,11,yes,0
56,20,male,white,yes,23,no,0
86,18,female,white,yes,,no,1
24,14,male,white,yes,19,,0
38,17,male,other,no,16,yes,1
31,16,female,white,yes,25,yes,1
55,16,female,other,yes,,yes,1
,14,male,other,no,12,yes,0
46,8,female,white,no,,yes,0
53,16,female,white,yes,26,yes,0
56,14,female,white,no,23,yes,0
62,12,female,white,yes,21,yes,1
44,19,male,other,no,26,no,0
,17,female,white,yes,,yes,1
42,20,male,white,yes,18,yes,0
37,14,female,other,no,21,no,0
39,18,female,white,yes,22,yes,0
69,16,male,white,yes,23,yes,0
,0,,other,no,,yes,1
,12,female,other,no,21,yes,0
40,16,male,black,no,20,yes,0
85,19,female,white,yes,17,yes,1
39,16,female,,yes,,yes,0
48,18,female,white,yes,26,yes,0
61,16,female,white,yes,26,yes,1
42,16,female,black,yes,19,yes,0
78,13,female,white,yes,18,yes,0
62,20,female,white,yes,26,yes,1
39,14,female,,yes,21,yes,0
84,14,female,white,yes,,yes,1
46,20,female,other,yes,21,yes,1
42,14,female,white,yes,22,yes,0
58,18,male,white,yes,22,yes,1
66,17,male,other,yes,25,yes,0
86,14,male,white,yes,15,yes,0
20,12,female,black,yes,18,yes,1
48,14,male,white,yes,26,yes,0
65,12,male,black,yes,10,yes,0
59,12,female,white,yes,26,yes,1
34,15,female,white,yes,22,yes,0
37,16,female,black,yes,23,yes,0
68,14,male,white,yes,,no,1
89,12,male,white,yes,16,no,0
54,17,male,other,no,24,no,0
21,13,male,other,yes,18,yes,0
59,13,female,white,yes,19,yes,1
,16,female,white,yes,,yes,0
62,18,male,white,yes,26,yes,0
25,16,male,white,yes,20,,0
,18,female,white,yes,,,1
,16,female,white,yes,20,yes,0
61,16,male,white,yes,22,yes,0
40,20,male,other,no,26,yes,0
52,16,female,white,yes,20,yes,0
59,18,female,white,yes,22,yes,0
32,16,male,white,yes,16,yes,0
50,15,male,white,yes,23,yes,0
58,18,female,white,yes,21,no,0
58,14,male,white,yes,26,yes,0
25,18,female,white,yes,21,yes,1
84,16,male,white,yes,23,yes,0
65,19,female,white,yes,,no,0
47,20,female,white,yes,,yes,1
38,14,male,black,yes,,yes,1
54,16,female,black,yes,18,yes,1
33,14,male,black,yes,18,yes,0
76,20,male,white,yes,22,yes,0
51,12,female,black,yes,13,yes,1
31,16,male,white,yes,26,yes,1
29,16,female,white,yes,22,yes,0
64,16,female,white,yes,17,yes,1
37,11,female,black,yes,16,yes,0
30,14,male,white,yes,14,yes,1
34,16,female,white,yes,21,yes,0
74,12,male,white,yes,14,yes,0
28,17,female,white,yes,19,yes,0
32,20,male,white,yes,,yes,0
61,12,male,white,yes,26,,0
44,12,female,white,yes,16,yes,0
63,14,female,white,yes,19,yes,0
48,20,female,white,yes,24,yes,0
72,12,female,white,yes,17,no,0
43,12,male,black,yes,20,no,0
69,12,female,white,yes,2,,0
79,13,female,white,yes,18,yes,0
39,15,female,white,no,22,yes,0
69,14,female,white,yes,18,yes,1
65,13,female,white,yes,,yes,0
64,12,female,white,yes,17,no,0
48,16,female,black,yes,18,yes,1
,14,female,white,yes,16,yes,0
75,15,female,white,yes,15,yes,0
27,12,male,white,yes,10,no,0
67,13,male,white,yes,21,yes,1
62,12,female,black,yes,13,yes,0
35,10,male,white,yes,18,yes,1
46,19,male,white,yes,17,yes,1
33,18,male,other,no,19,yes,1
,12,female,black,yes,16,yes,0
50,15,female,white,yes,18,yes,0
49,16,female,black,yes,20,yes,0
39,13,female,white,no,14,no,0
33,16,female,white,yes,25,yes,0
46,12,male,black,no,,yes,0
85,15,male,white,yes,25,yes,0
62,13,female,black,yes,16,yes,1
28,17,female,white,yes,12,yes,1
30,20,male,,no,14,yes,1
23,15,male,other,yes,5,yes,1
76,16,female,white,yes,19,yes,1
80,12,female,white,yes,20,yes,1
73,20,male,white,yes,,yes,1
64,18,female,white,no,26,yes,1
69,17,male,white,yes,21,no,0
,19,male,black,yes,25,yes,0
49,20,male,white,yes,25,yes,0
,17,male,white,yes,25,yes,0
64,14,male,black,yes,,yes,0
48,20,male,white,yes,22,yes,0
28,16,female,other,no,1,,1
39,14,female,black,yes,,yes,1
26,13,female,,yes,3,yes,0
49,16,female,white,yes,22,yes,1
35,13,female,black,yes,15,yes,0
82,16,male,white,yes,24,no,1
52,16,male,white,yes,26,no,0
59,16,female,black,yes,21,yes,1
37,18,female,black,yes,10,yes,1
29,16,female,white,yes,20,yes,0
68,16,male,white,yes,22,yes,0
39,19,male,white,yes,26,yes,0
41,20,male,other,yes,23,yes,0
45,20,male,white,yes,22,yes,0
42,18,female,black,yes,21,yes,0
40,16,female,black,yes,25,yes,1
71,16,male,black,yes,23,yes,0
62,16,male,white,yes,26,yes,0
59,16,female,other,no,20,yes,0
44,13,female,white,yes,20,yes,0
70,18,male,white,yes,22,no,0
37,18,male,white,yes,15,yes,0
64,17,male,white,yes,22,no,0
67,18,female,white,yes,18,yes,0
43,15,female,white,yes,18,no,0
42,16,male,white,yes,17,no,0
29,14,male,white,yes,15,yes,0
75,12,male,white,yes,22,no,0
85,16,male,white,yes,,no,1
59,17,male,white,yes,24,yes,0
53,12,male,black,yes,19,yes,0
27,12,female,white,yes,20,yes,0
36,18,female,other,yes,,yes,0
30,16,female,black,yes,19,yes,1
46,12,male,white,yes,23,yes,0
36,17,female,black,yes,19,no,1
84,14,female,white,yes,14,no,0
25,17,female,white,yes,19,yes,1
74,17,female,white,yes,23,yes,1
51,14,male,white,yes,19,yes,0
42,14,male,white,yes,,yes,0
61,14,male,white,yes,19,yes,1
39,12,male,white,yes,,yes,0
32,16,female,black,yes,2,yes,0
35,15,female,white,yes,22,yes,1
57,14,female,white,yes,12,yes,0
74,16,female,white,yes,20,yes,0
89,16,female,other,yes,16,no,0
75,18,male,white,no,26,yes,0
67,16,male,white,yes,11,yes,0
74,12,male,white,yes,24,yes,0
79,18,male,white,yes,22,yes,0
77,20,male,other,no,26,yes,0
66,12,female,white,yes,23,yes,1
24,17,male,black,yes,21,yes,0
44,20,male,white,yes,26,yes,0
36,17,male,white,no,22,yes,1
56,12,male,black,yes,21,yes,0
47,13,female,black,yes,15,yes,1
58,15,female,black,yes,13,yes,0
67,20,female,black,yes,16,yes,1
68,16,male,black,yes,21,yes,0
46,19,female,black,yes,26,yes,0
19,12,male,other,no,18,yes,0
87,19,male,white,yes,22,yes,0
78,12,female,white,yes,11,yes,1
88,17,male,white,yes,22,yes,0
55,12,male,white,yes,19,no,0
61,12,female,white,yes,24,yes,0
54,14,female,black,no,23,yes,1
61,17,male,black,yes,18,yes,0
22,16,female,white,yes,19,yes,1
87,16,male,white,yes,19,yes,1
51,16,female,white,yes,26,yes,0
78,13,male,black,yes,16,yes,0
37,13,female,black,yes,15,yes,1
26,12,female,black,yes,13,yes,1
79,16,male,white,yes,22,yes,0
46,16,female,black,yes,21,no,0
51,16,female,white,yes,20,yes,1
81,17,female,white,yes,22,no,1
44,16,female,white,yes,23,yes,0
80,16,female,white,yes,19,no,0
31,12,male,white,yes,1,no,0
63,16,male,white,yes,17,yes,0
40,12,female,white,yes,16,yes,1
65,17,male,black,yes,26,yes,0
72,12,male,white,yes,18,yes,0
57,18,female,white,yes,19,yes,1
66,14,male,white,yes,20,yes,0
49,13,female,white,no,16,yes,0
40,16,female,white,yes,22,no,0
42,20,female,white,yes,25,yes,0
32,20,female,white,no,22,no,1
57,18,female,black,yes,,no,0
73,11,female,black,yes,13,,0
76,12,male,,yes,11,,0
55,16,male,white,yes,25,yes,0
60,14,female,white,yes,,yes,1
52,12,female,white,yes,20,no,0
57,12,male,white,yes,8,yes,0
82,16,female,white,yes,24,yes,0
68,12,male,white,yes,15,yes,0
29,11,female,white,yes,18,yes,0
39,18,female,white,yes,25,yes,0
41,13,female,white,yes,19,yes,1
,19,female,white,yes,,yes,1
85,14,male,white,yes,17,yes,0
80,16,male,white,yes,9,yes,0
75,7,female,white,yes,,yes,1
73,14,male,white,yes,20,no,0
40,12,male,white,yes,22,,0
55,14,female,black,yes,,yes,1
80,20,female,white,yes,18,yes,1
70,20,male,white,yes,26,yes,0
60,16,male,white,yes,26,yes,1
40,16,male,black,yes,24,yes,0
60,18,female,white,yes,17,yes,1
60,12,female,white,yes,18,yes,0
59,10,male,white,yes,18,,0
72,15,female,white,yes,17,,0
48,11,female,white,yes,15,yes,1
68,15,female,white,yes,9,yes,0
40,12,female,white,no,2,yes,0
25,14,female,black,yes,9,yes,1
32,14,female,black,yes,12,yes,1
39,12,male,white,yes,21,yes,1
68,12,female,white,no,8,yes,1
75,14,female,black,no,7,,1
41,15,female,white,no,,yes,1
37,16,female,white,yes,22,yes,1
66,12,male,white,yes,16,yes,1
58,16,male,white,yes,22,yes,0
54,14,female,white,yes,15,yes,0
53,17,female,white,yes,26,yes,0
23,14,male,white,no,20,yes,1
33,15,female,black,no,12,yes,0
26,16,female,white,yes,,yes,0
58,14,female,white,yes,20,yes,0
69,17,male,white,yes,26,yes,0
47,16,male,black,yes,21,,1
25,16,male,white,no,26,yes,1
62,17,male,white,no,23,yes,1
42,17,male,white,no,13,,0
59,13,male,white,yes,26,yes,0
39,16,female,white,yes,24,yes,1
50,14,female,white,no,14,no,1
,12,male,white,yes,13,yes,0
67,12,male,white,no,1,yes,0
54,10,female,black,no,,yes,1
30,12,male,white,yes,,yes,0
28,15,female,white,no,18,yes,0
84,13,male,white,yes,20,yes,0
73,16,female,white,no,,yes,1
46,16,male,white,no,20,yes,0
43,13,female,white,yes,21,yes,0
52,17,female,white,no,21,,1
51,19,female,white,yes,26,yes,0
,16,female,black,yes,,yes,1
79,13,female,white,yes,,no,0
,17,female,white,yes,,yes,1
38,18,female,white,no,22,yes,1
57,20,female,black,yes,18,yes,0
51,19,female,white,yes,24,yes,1
50,16,female,white,yes,22,yes,0
42,12,female,white,yes,18,yes,0
55,18,male,white,yes,20,no,0
70,14,male,white,no,20,,0
64,14,female,white,yes,10,yes,1
67,11,female,white,yes,20,yes,0
41,14,male,white,yes,21,yes,0
80,15,female,white,no,15,yes,1
84,12,female,white,yes,19,yes,1
65,16,male,white,yes,18,yes,0
87,12,female,white,yes,19,yes,0
61,12,female,white,yes,12,yes,1
55,13,female,white,yes,14,yes,0
,16,female,other,no,,yes,1
,12,male,other,yes,22,yes,0
58,16,male,white,yes,23,yes,0
62,18,female,white,yes,15,,0
66,16,male,white,yes,20,yes,0
63,18,male,white,yes,26,no,0
33,16,male,white,yes,19,yes,0
55,15,female,white,yes,22,yes,1
69,18,female,white,yes,15,yes,0
75,20,female,white,yes,24,yes,1
40,12,,black,no,,yes,0
68,20,male,white,no,,yes,0
61,12,female,white,yes,17,yes,0
82,17,male,white,no,16,yes,0
77,12,female,white,yes,20,no,0
53,14,female,white,yes,26,no,0
72,14,female,white,yes,2,yes,0
,17,female,other,yes,,yes,1
31,10,male,white,yes,18,yes,0
67,18,female,black,yes,21,yes,0
79,14,female,white,yes,,yes,0
67,17,female,white,yes,22,yes,0
74,15,female,white,yes,19,,0
70,16,female,white,yes,26,yes,0
77,12,female,white,yes,16,yes,1
65,20,male,white,yes,,yes,1
52,12,female,white,no,12,yes,1
21,11,,,yes,16,yes,1
79,14,female,white,yes,15,yes,1
46,16,female,white,yes,,,0
81,16,female,white,yes,19,yes,0
58,12,female,white,yes,16,yes,1
27,9,female,white,yes,9,yes,1
28,8,female,white,no,,yes,0
52,18,female,,no,22,yes,0
,14,female,black,yes,19,yes,0
26,13,female,black,yes,17,no,1
34,16,male,white,yes,23,yes,0
70,8,female,white,yes,20,yes,0
75,15,male,white,yes,7,yes,0
45,16,male,black,yes,22,yes,1
49,14,female,white,yes,20,no,0
38,17,male,white,no,,yes,0
40,14,male,white,yes,20,yes,0
46,12,female,black,yes,15,yes,0
53,16,female,white,yes,26,yes,0
57,14,female,black,yes,9,yes,0
43,11,female,white,yes,16,yes,0
53,16,male,white,yes,21,yes,0
57,0,male,white,yes,20,no,0
38,16,female,white,yes,8,yes,0
,,male,white,,,yes,1
74,12,male,black,yes,18,no,0
61,13,male,white,yes,21,no,0
67,12,male,white,yes,19,yes,0
40,19,male,,yes,23,yes,1
86,18,male,white,yes,22,yes,0
71,12,female,white,yes,19,yes,0
25,20,male,black,yes,2,yes,0
51,16,female,white,yes,16,yes,0
64,13,female,white,yes,,yes,0
68,9,female,white,no,5,yes,0
64,12,male,black,yes,19,yes,0
60,12,female,white,yes,14,,0
73,12,male,white,yes,14,no,0
45,12,male,white,no,24,yes,0
60,14,female,white,yes,14,yes,1
29,16,female,white,yes,20,,1
27,16,male,white,yes,21,yes,0
51,16,male,white,yes,26,yes,0
54,16,female,white,yes,26,yes,0
35,13,female,white,yes,22,yes,1
37,20,female,other,no,26,yes,0
50,16,female,white,yes,20,yes,0
36,12,female,white,yes,16,yes,0
59,14,female,white,yes,,yes,1
62,11,female,white,yes,5,yes,1
69,16,male,white,yes,26,yes,0
49,14,female,white,yes,18,,1
75,18,male,white,yes,18,no,0
67,12,female,white,yes,9,,0
,,,white,,,no,1
28,12,female,white,no,4,no,0
62,16,female,white,yes,18,yes,0
62,17,female,white,yes,19,no,0
34,12,female,white,yes,,,0
70,16,female,white,yes,16,no,1
31,13,female,white,yes,6,no,0
31,8,female,other,yes,15,no,1
74,16,male,white,yes,20,,0
33,14,female,white,yes,,,1
41,12,male,white,yes,2,no,0
76,12,male,white,yes,20,yes,1
41,16,female,white,yes,22,,1
68,12,male,white,yes,20,yes,1
71,14,male,black,yes,19,yes,0
47,14,female,white,yes,20,,0
36,12,female,white,yes,14,yes,0
73,15,female,white,yes,25,no,0
69,11,female,white,yes,18,yes,0
39,14,female,white,yes,18,no,0
75,16,female,white,yes,21,no,0
35,12,female,white,yes,12,no,0
45,12,male,white,yes,16,no,0
53,16,male,white,yes,26,yes,0
52,15,female,white,yes,20,yes,0
55,9,female,white,yes,14,yes,0
,,,white,,,yes,1
37,12,female,white,yes,9,yes,1
49,12,male,white,yes,20,yes,0
82,15,female,black,yes,,yes,0
41,16,male,white,yes,23,yes,0
,,,black,,,yes,0
67,16,male,white,yes,16,yes,0
51,18,female,white,yes,21,yes,0
52,18,female,black,yes,22,yes,1
72,14,female,black,yes,20,yes,0
71,16,female,white,yes,20,yes,0
64,12,female,black,yes,18,yes,0
,14,male,white,yes,16,yes,0
43,12,male,white,yes,,yes,0
,16,male,white,yes,,yes,0
44,13,female,white,yes,23,yes,0
74,16,male,white,yes,24,yes,0
37,17,male,white,yes,22,yes,0
58,16,female,white,yes,21,no,0
20,10,male,white,yes,,yes,0
,12,,other,yes,,no,0
,,,white,,,no,0
33,13,male,white,yes,20,yes,0
45,14,female,white,yes,,yes,1
77,13,female,white,yes,14,yes,0
54,16,female,white,yes,19,yes,0
48,16,male,white,yes,26,no,0
48,13,female,white,yes,20,yes,0
73,17,male,white,yes,20,no,0
30,12,female,white,yes,4,yes,0
46,14,male,white,yes,10,yes,0
49,13,female,white,yes,2,yes,1
46,12,female,white,yes,,no,1
80,11,male,white,yes,20,no,0
41,14,female,white,yes,18,no,0
32,14,female,white,yes,16,yes,0
32,18,female,black,no,21,yes,0
34,12,female,black,yes,21,yes,0
,14,male,,yes,24,yes,0
40,12,female,white,yes,13,yes,1
24,16,male,white,yes,9,yes,0
63,14,female,white,yes,15,yes,1
60,11,female,black,yes,11,yes,1
56,16,male,white,yes,26,no,0
39,16,male,white,yes,19,yes,1
61,20,female,white,yes,19,yes,0
71,16,female,white,yes,,yes,1
,,,black,,,yes,0
48,13,female,black,yes,21,yes,1
26,11,female,white,yes,,yes,1
66,13,male,white,yes,19,yes,1
38,16,female,white,yes,18,yes,1
63,20,female,white,yes,25,yes,0
38,12,female,white,yes,2,yes,1
36,8,female,other,no,,,1
74,14,female,white,yes,15,yes,1
41,12,female,white,yes,13,yes,1
63,12,female,black,yes,10,no,1
52,18,male,black,no,26,yes,0
,20,male,white,yes,24,no,0
21,11,male,black,yes,,yes,1
81,12,male,black,yes,18,yes,0
70,12,female,white,yes,,yes,0
33,17,male,white,yes,21,yes,1
61,15,female,black,yes,16,yes,1
62,16,female,black,yes,10,yes,0
56,12,female,white,yes,,yes,0
47,12,female,white,yes,19,yes,0
41,20,female,white,yes,16,yes,0
28,18,,white,yes,13,,0
63,12,female,white,yes,9,,0
57,12,female,white,yes,,,0
49,14,female,white,yes,9,yes,1
35,16,male,white,yes,25,no,0
35,,,black,,18,yes,1
36,14,male,white,yes,19,yes,0
56,12,female,black,yes,17,yes,0
69,16,male,white,yes,22,yes,0
52,16,male,white,yes,24,yes,0
43,18,female,white,yes,,,0
,14,,white,yes,,yes,1
41,16,female,white,yes,22,yes,0
,16,female,white,yes,,,0
75,20,male,white,yes,21,yes,0
67,12,male,white,yes,26,yes,0
48,16,male,white,yes,21,yes,1
89,14,male,white,yes,18,no,0
54,20,male,white,yes,22,no,0
36,12,female,other,yes,2,yes,1
59,9,female,other,yes,,no,0
29,12,male,white,yes,11,yes,1
39,11,female,white,yes,7,no,1
77,18,male,white,yes,26,yes,1
54,8,female,white,yes,,yes,1
26,17,female,white,yes,19,yes,1
66,18,male,white,yes,21,yes,0
45,16,female,black,yes,22,yes,0
62,16,male,black,yes,23,yes,0
53,18,male,black,yes,24,yes,0
,16,male,white,yes,26,yes,0
59,12,female,white,yes,22,no,0
29,18,female,white,yes,22,yes,1
38,16,male,white,yes,23,no,0
60,14,female,black,yes,,yes,1
59,13,female,white,yes,20,yes,1
29,12,male,white,yes,13,yes,1
89,16,male,white,yes,,,0
64,11,female,white,yes,8,yes,1
69,14,male,white,yes,26,yes,0
66,14,female,black,yes,20,yes,1
66,13,male,white,yes,,yes,0
39,16,female,white,yes,21,yes,1
62,13,female,white,yes,,yes,0
50,16,female,white,yes,23,yes,0
70,14,female,white,yes,23,no,0
83,16,male,white,yes,19,yes,0
60,14,male,black,yes,14,yes,0
32,18,female,white,yes,23,yes,0
,12,,white,yes,,no,0
61,9,female,white,yes,8,,0
26,12,male,white,yes,20,,0
46,14,female,white,yes,21,yes,0
57,13,female,white,yes,15,yes,1
43,13,female,white,yes,21,,0
61,18,female,white,yes,22,yes,0
57,16,female,white,yes,22,no,0
58,14,female,white,yes,3,yes,0
40,16,male,white,yes,21,no,1
30,14,female,white,yes,18,yes,1
,15,male,white,yes,10,yes,1
53,16,female,white,yes,22,yes,1
65,16,male,other,yes,24,no,0
50,19,male,other,yes,22,no,0
84,16,male,white,yes,25,yes,0
49,16,male,white,yes,21,yes,0
75,18,female,white,yes,19,no,0
73,13,female,white,yes,16,,0
30,18,female,white,yes,22,no,0
89,12,female,white,yes,11,,0
,18,male,other,no,8,yes,0
50,20,female,white,yes,,yes,1
39,12,male,white,yes,22,yes,0
56,18,female,white,yes,19,no,0
67,14,female,black,yes,14,yes,1
76,10,male,white,yes,1,yes,1
60,13,female,white,yes,22,yes,0
48,15,male,white,yes,22,yes,0
64,12,male,white,yes,19,no,0
40,16,male,white,yes,20,yes,0
51,16,female,white,yes,19,yes,0
31,14,male,white,yes,20,yes,0
,16,female,white,yes,22,yes,0
79,16,male,white,yes,21,yes,0
79,14,female,white,yes,,yes,0
24,14,male,white,yes,,yes,0
61,12,female,white,yes,18,yes,1
33,13,female,white,yes,8,yes,0
86,14,male,white,yes,18,no,0
46,12,male,white,yes,22,yes,0
32,16,male,white,yes,19,,0
59,18,female,white,yes,25,yes,0
41,16,female,white,yes,22,yes,0
82,20,male,white,yes,22,yes,0
45,12,male,white,yes,20,yes,0
,16,female,other,yes,23,yes,0
73,14,female,white,yes,10,no,0
74,13,female,white,yes,20,no,0
29,14,female,black,yes,15,yes,0
66,16,female,black,yes,10,yes,0
42,13,female,white,yes,18,no,0
81,12,male,white,yes,12,yes,0
73,13,male,white,yes,,yes,0
40,14,male,white,yes,21,yes,1
87,12,female,white,yes,11,no,0
60,12,male,white,yes,21,no,0
47,14,male,white,yes,,yes,1
77,12,male,white,yes,9,no,0
72,16,male,white,yes,20,no,0
