rowlabel	split	sex	yrsarea	resyrago	work2	tenure1	livharm1	agegrp7	ethgrp2a	educat3	rural2	edeprivex	wdeprivex	IndivWgtx	cause2m	walkdark	walkday	homealon	wburgl	wmugged	wcarstol	wfromcar	wraped	wattack	wraceatt	worryx	bcsvictim	rubbcomm	vandcomm	poorhou	antisocx
136676130	1	2	6	 	1	2	1	3	1	4	2	 	3	.459250956773758	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	-.287456125020981
136017150	3	2	7	 	2	4	6	5	1	1	1	1	 	1.39301717281342	 	 	 	 	4	3	 	 	4	4	4	-1.08006429672241	0	3	4	4	 
136718250	1	1	7	 	2	5	3	3	1	2	1	1	 	1.84150326251984	 	 	 	 	 	 	 	 	 	 	 	 	0	2	3	3	.242450937628746
135522510	3	1	6	 	1	1	3	1	1	3	1	5	 	3.05426502227783	 	 	 	 	3	3	 	 	3	3	3	.0417585112154484	1	3	4	4	 
136539010	1	1	6	2	2	4	3	7	1	5	2	 	2	.232862129807472	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	-.449466109275818
136711020	2	2	5	 	1	2	1	4	1	3	1	5	 	1.05530393123627	 	 	 	 	 	 	2	3	 	 	 	 	0	4	4	4	 
136998060	2	2	7	 	2	1	4	6	1	3	2	5	 	.566637098789215	 	 	 	 	 	 	4	4	 	 	 	 	0	4	4	3	 
136735030	3	2	4	 	2	4	1	2	1	1	1	2	 	.874965310096741	 	 	 	 	3	2	 	 	4	2	3	.391381323337555	1	2	2	2	 
136662010	1	2	7	 	2	1	1	7	1	1	1	2	 	1.25149595737457	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	3	-.536129176616669
135555190	3	1	5	 	1	2	1	3	1	4	2	4	 	1.21323227882385	 	 	 	 	3	3	 	 	4	3	4	-.514213681221008	0	4	4	4	 
137083230	3	1	7	 	2	1	1	6	1	3	2	 	3	.566013634204865	 	 	 	 	3	4	 	 	4	4	4	-1.13190197944641	0	3	4	3	 
135252250	1	1	1	2	1	4	3	2	1	4	1	4	 	.721498668193817	 	 	 	 	 	 	 	 	 	 	 	 	0	3	3	3	-1.21526670455933
136031140	2	1	7	 	2	1	6	7	1	1	1	1	 	.525997340679169	 	 	 	 	 	 	 	 	 	 	 	 	1	3	3	3	 
136189110	3	1	5	1	1	4	2	1	2	3	1	3	 	1.04679310321808	 	 	 	 	3	3	 	 	4	3	3	-.226306915283203	0	4	4	4	 
136563270	3	1	6	 	1	2	3	4	1	4	1	2	 	.640682935714722	 	 	 	 	3	3	 	 	4	3	4	-.514213681221008	0	4	4	4	 
147595020	2	1	6	 	2	4	2	5	1	3	1	1	 	.939459085464478	 	 	 	 	 	 	 	 	 	 	 	 	0	3	4	4	 
136977230	3	2	6	 	2	1	6	7	1	3	1	5	 	.736030280590057	 	 	 	 	3	3	 	 	3	3	3	.0417585112154484	0	3	4	3	 
136409090	1	2	2	2	2	4	3	2	1	3	2	 	5	.531740486621857	 	 	 	 	 	 	 	 	 	 	 	 	0	3	3	3	.691868484020233
137138060	2	1	1	2	1	2	2	2	1	4	1	4	 	.697203278541565	 	 	 	 	 	 	4	3	 	 	 	 	1	3	4	4	 
136715130	1	1	7	 	1	2	1	5	3	1	1	1	 	2.4733567237854	 	 	 	 	 	 	 	 	 	 	 	 	0	2	4	4	3.20085620880127
135482060	2	2	5	 	2	4	3	2	1	2	1	 	1	.593129694461823	 	 	 	 	 	 	3	3	 	 	 	 	0	3	3	3	 
136688220	2	2	7	 	2	1	1	6	1	1	1	4	 	.578247368335724	 	 	 	 	 	 	3	4	 	 	 	 	0	4	4	3	 
137045010	1	2	7	 	1	1	3	4	1	4	1	5	 	.558765649795532	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	-.27126008272171
136686250	1	1	1	2	1	4	1	3	5	4	1	1	 	.624721109867096	 	 	 	 	 	 	 	 	 	 	 	 	0	3	3	3	2.43505573272705
137024190	3	1	5	 	1	2	1	3	1	4	1	3	 	.781474888324738	 	 	 	 	3	3	 	 	4	3	4	-.514213681221008	0	2	3	3	 
147500190	3	2	7	 	2	4	6	5	1	1	1	 	2	.27226185798645	 	 	 	 	2	2	 	 	2	2	2	1.47205889225006	0	3	3	3	 
136664310	3	1	7	 	1	1	3	5	1	3	2	4	 	.319161772727966	 	 	 	 	2	3	 	 	4	3	4	-.257573813199997	1	4	4	3	 
147451020	2	2	7	 	1	4	3	5	1	1	2	3	 	.586372375488281	 	 	 	 	 	 	 	 	 	 	 	 	1	3	4	3	 
137152040	4	1	4	 	2	4	3	1	1	2	2	2	 	2.04650354385376	7	1	1	1	 	 	 	 	 	 	 	 	0	4	4	4	 
136239140	2	2	5	 	2	1	1	5	1	4	1	2	 	.708452463150024	 	 	 	 	 	 	3	3	 	 	 	 	0	3	3	3	 
136961310	3	2	5	 	2	4	5	5	1	2	1	2	 	.595707476139069	 	 	 	 	1	1	 	 	1	1	4	2.03863883018494	1	3	4	4	 
136391300	2	1	5	 	1	4	1	2	2	3	1	1	 	.895697712898254	 	 	 	 	 	 	4	4	 	 	 	 	1	3	3	3	 
136779260	2	2	7	 	2	1	1	7	1	1	1	5	 	1.39594864845276	 	 	 	 	 	 	3	3	 	 	 	 	0	4	4	4	 
136565140	2	1	7	 	1	2	1	4	1	1	1	1	 	1.12198376655579	 	 	 	 	 	 	4	3	 	 	 	 	0	1	3	3	 
147550230	3	2	3	 	1	4	3	2	1	2	2	4	 	.286208182573318	 	 	 	 	2	3	 	 	3	3	3	.298398405313492	0	4	4	4	 
136072090	1	2	7	 	2	4	6	7	1	1	1	1	 	.318617820739746	 	 	 	 	 	 	 	 	 	 	 	 	1	3	3	1	 
135539290	1	1	7	 	1	2	1	4	1	2	1	1	 	1.39329731464386	 	 	 	 	 	 	 	 	 	 	 	 	0	2	3	3	.229671433568001
147560020	2	2	7	 	1	2	2	2	1	5	1	1	 	.574669778347015	 	 	 	 	 	 	3	4	 	 	 	 	0	3	3	3	 
137152050	1	2	7	 	2	1	1	5	1	2	2	2	 	1.10340988636017	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	.253635734319687
136089010	1	1	7	 	2	4	3	4	1	2	2	4	 	.515074729919434	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	-.484784036874771
136569170	1	1	7	 	2	1	1	6	1	4	1	4	 	1.52952682971954	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	-1.21526670455933
147344050	1	1	3	 	1	1	1	5	1	4	2	3	 	1.00323152542114	 	 	 	 	 	 	 	 	 	 	 	 	0	3	4	4	.621401429176331
136123120	4	2	7	 	2	1	6	7	1	1	1	3	 	.695219397544861	2	3	2	1	 	 	 	 	 	 	 	 	0	3	4	4	 
136988070	3	2	4	 	1	4	5	5	1	4	1	1	 	.560455501079559	 	 	 	 	3	4	 	 	4	4	4	-1.13190197944641	1	3	4	4	 
136352070	3	2	7	 	2	1	6	7	1	4	2	4	 	.720499753952026	 	 	 	 	2	2	 	 	2	2	5	 	0	4	4	4	 
147556320	4	2	6	 	1	2	2	4	1	3	2	5	 	.744647264480591	5	1	1	1	 	 	 	 	 	 	 	 	0	4	4	4	 
136020160	4	1	4	 	1	2	1	4	1	1	2	5	 	1.1480176448822	4	1	1	1	 	 	 	 	 	 	 	 	1	3	3	3	 
136712140	2	1	6	 	1	5	2	3	1	4	1	4	 	1.29588985443115	 	 	 	 	 	 	 	 	 	 	 	 	0	3	4	3	 
135484060	2	2	7	 	1	2	1	3	1	3	2	 	3	1.16159737110138	 	 	 	 	 	 	3	3	 	 	 	 	0	4	4	4	 
135399110	3	2	5	 	1	4	1	3	1	5	1	1	 	.521506547927856	 	 	 	 	4	3	 	 	3	3	1	.360932201147079	0	2	3	2	 
147453040	4	1	7	 	2	1	1	6	1	5	2	5	 	1.10016214847565	5	4	1	2	 	 	 	 	 	 	 	 	0	3	4	3	 
135241240	4	2	7	 	2	1	6	7	1	1	1	4	 	.735170662403107	5	2	2	2	 	 	 	 	 	 	 	 	0	2	2	2	 
136362250	1	1	7	 	1	2	1	3	1	4	1	4	 	1.14324772357941	 	 	 	 	 	 	 	 	 	 	 	 	0	3	4	3	-.966681122779846
136135320	4	1	3	1	1	4	2	2	1	4	1	 	4	1.28123486042023	6	1	1	1	 	 	 	 	 	 	 	 	0	3	3	3	 
147483310	3	2	7	 	1	2	6	5	1	1	1	1	 	.509998023509979	 	 	 	 	3	5	 	 	5	4	4	 	0	2	3	2	 
147582270	3	2	7	 	2	1	1	6	1	1	2	5	 	1.23194873332977	 	 	 	 	2	3	 	 	4	4	4	-.566784560680389	0	4	4	4	 
136587070	3	2	7	 	1	4	1	5	1	1	2	4	 	.53032910823822	 	 	 	 	1	1	 	 	1	1	1	2.90235924720764	0	3	3	3	 
147538300	2	2	7	 	2	2	6	6	1	1	1	2	 	.604190051555634	 	 	 	 	 	 	3	3	 	 	 	 	0	3	4	4	 
147230300	2	2	1	2	1	4	2	2	1	4	1	4	 	1.3265528678894	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	 
137218080	4	1	3	 	1	4	5	4	1	4	2	3	 	.372117400169373	10	3	1	2	 	 	 	 	 	 	 	 	0	3	3	3	 
136488050	1	1	3	 	1	1	3	1	1	2	2	4	 	1.46765565872192	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	-.212065324187279
136053110	3	2	6	 	1	2	3	4	1	2	1	5	 	.369730859994888	 	 	 	 	3	3	 	 	3	3	3	.0417585112154484	0	3	4	4	 
147275060	2	2	4	 	2	4	3	1	4	5	1	2	 	.809351325035095	 	 	 	 	 	 	 	 	 	 	 	 	0	2	4	3	 
136840330	1	1	6	 	1	2	1	4	1	2	1	2	 	1.33681631088257	 	 	 	 	 	 	 	 	 	 	 	 	0	3	4	3	-.749653160572052
136752220	2	2	5	 	1	2	1	4	1	4	1	4	 	.67100465297699	 	 	 	 	 	 	3	3	 	 	 	 	0	4	4	4	 
147316150	3	1	4	 	1	2	3	2	1	4	1	1	 	.73086029291153	 	 	 	 	2	2	 	 	3	2	3	.916086614131927	1	3	3	3	 
137187320	4	2	7	 	2	1	6	7	1	1	1	4	 	.776604115962982	5	4	2	2	 	 	 	 	 	 	 	 	0	4	4	3	 
136052190	3	2	6	 	1	2	5	4	1	4	2	4	 	.377035081386566	 	 	 	 	2	3	 	 	3	3	5	 	0	4	4	4	 
147634140	2	1	5	 	2	2	1	5	1	4	2	 	5	.513261675834656	 	 	 	 	 	 	4	4	 	 	 	 	0	4	4	4	 
137090110	3	1	7	 	1	2	3	2	5	4	2	 	4	3.02326512336731	 	 	 	 	3	4	 	 	4	4	3	-.843995153903961	1	4	4	4	 
137207140	2	1	4	 	2	4	3	2	1	3	1	2	 	.781628608703613	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	 
147560030	3	1	7	1	2	4	2	1	1	5	1	1	 	.693730056285858	 	 	 	 	3	3	 	 	4	4	4	-.823424398899078	0	2	3	3	 
147363250	1	2	1	2	1	4	2	1	1	4	1	 	3	.642419457435608	 	 	 	 	 	 	 	 	 	 	 	 	0	3	4	4	2.97438454627991
147536190	3	1	6	 	2	1	1	5	3	1	1	1	 	1.14016556739807	 	 	 	 	1	1	 	 	1	1	1	2.90235924720764	0	2	3	2	 
136055010	1	1	7	 	1	1	5	4	1	4	1	4	 	.506884872913361	 	 	 	 	 	 	 	 	 	 	 	 	1	4	4	4	.951303780078888
136316160	4	2	7	 	2	1	1	6	1	1	1	5	 	1.25763893127441	7	2	1	1	 	 	 	 	 	 	 	 	0	4	4	3	 
136461070	3	2	6	 	2	4	4	5	1	1	1	2	 	.406123042106628	 	 	 	 	3	3	 	 	3	2	3	.350969225168228	0	3	4	4	 
136407010	1	2	7	2	1	4	3	2	1	1	1	 	2	.306789606809616	 	 	 	 	 	 	 	 	 	 	 	 	1	3	3	3	1.71343159675598
136786150	3	1	5	 	2	1	1	6	1	2	2	3	 	.977119445800781	 	 	 	 	3	3	 	 	4	4	4	-.823424398899078	0	4	4	4	 
136136270	3	2	7	 	2	1	1	5	1	1	2	 	1	.97070300579071	 	 	 	 	4	4	 	 	4	4	4	-1.3885418176651	0	4	4	4	 
136544140	2	2	6	 	1	1	1	3	1	4	1	 	2	1.61508452892303	 	 	 	 	 	 	3	3	 	 	 	 	0	3	3	3	 
136325100	2	1	6	 	1	1	3	3	3	2	1	1	 	.477527976036072	 	 	 	 	 	 	1	1	 	 	 	 	1	2	3	2	 
147573170	1	2	6	 	2	2	1	4	1	4	1	4	 	1.06100368499756	 	 	 	 	 	 	 	 	 	 	 	 	0	3	4	4	.770763278007507
136315290	1	2	7	 	1	1	1	5	1	4	1	5	 	1.23343408107758	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	.229671433568001
147485300	2	2	7	 	2	4	1	1	1	4	1	2	 	.945204555988312	 	 	 	 	 	 	 	 	 	 	 	 	1	3	3	3	 
147335220	2	1	5	 	2	4	1	6	1	1	2	3	 	.843152046203613	 	 	 	 	 	 	3	3	 	 	 	 	0	3	3	3	 
147321070	3	2	7	 	2	4	3	7	1	5	1	1	 	.628006875514984	 	 	 	 	4	3	 	 	4	3	4	-.770853579044342	0	4	4	4	 
137222280	4	2	6	 	1	1	1	5	1	4	2	 	3	.487880378961563	7	1	1	1	 	 	 	 	 	 	 	 	0	4	4	4	 
147515080	4	2	5	 	1	2	1	3	2	4	1	2	 	1.31746172904968	8	3	1	2	 	 	 	 	 	 	 	 	0	4	4	4	 
136144010	1	1	3	 	1	4	2	2	1	1	1	5	 	2.91428232192993	 	 	 	 	 	 	 	 	 	 	 	 	0	3	3	3	 
136656160	4	2	7	 	2	1	1	6	1	1	1	4	 	.730657517910004	2	2	1	1	 	 	 	 	 	 	 	 	0	4	4	4	 
136454240	4	1	6	 	1	2	1	4	1	4	2	3	 	2.07844758033752	4	1	1	1	 	 	 	 	 	 	 	 	0	4	4	4	 
136786160	4	2	6	 	1	2	1	2	1	4	2	3	 	.696690797805786	13	2	1	1	 	 	 	 	 	 	 	 	0	4	4	3	 
136178300	2	1	7	 	2	1	1	5	1	3	1	5	 	1.12410843372345	 	 	 	 	 	 	3	3	 	 	 	 	0	4	4	4	 
135498190	3	1	7	 	1	1	3	4	1	2	1	1	 	.592544436454773	 	 	 	 	1	3	 	 	4	3	4	-.000933929637540132	0	1	4	3	 
137015140	2	1	5	 	1	2	1	5	1	4	1	5	 	1.14866995811462	 	 	 	 	 	 	3	3	 	 	 	 	0	4	4	4	 
137141220	2	2	7	 	1	2	3	3	1	3	1	3	 	1.26496779918671	 	 	 	 	 	 	3	2	 	 	 	 	0	2	4	3	 
136830020	2	2	5	 	2	4	1	2	3	5	1	1	 	1.4369660615921	 	 	 	 	 	 	 	 	 	 	 	 	0	2	3	3	 
136268210	1	1	7	 	2	1	6	6	1	1	2	 	4	.229276791214943	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	-1.21526670455933
137126260	2	2	4	 	1	2	3	2	1	4	1	2	 	.731140971183777	 	 	 	 	 	 	 	 	 	 	 	 	0	3	3	3	 
137213200	4	1	5	 	1	2	1	4	1	4	1	4	 	1.3434294462204	10	2	1	1	 	 	 	 	 	 	 	 	0	4	4	3	 
137073160	4	2	7	 	1	2	1	4	1	4	1	4	 	.749433636665344	5	1	1	1	 	 	 	 	 	 	 	 	1	4	4	4	 
136370170	1	2	5	 	1	1	5	5	1	2	1	4	 	.531106173992157	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	.0238282699137926
135630010	1	1	5	 	1	2	1	3	1	3	1	2	 	1.89896392822266	 	 	 	 	 	 	 	 	 	 	 	 	1	3	3	3	-.425589293241501
136642060	2	2	2	2	1	2	2	2	1	4	2	3	 	1.32094514369965	 	 	 	 	 	 	2	2	 	 	 	 	1	4	4	4	 
136084070	3	2	5	 	2	1	5	5	1	4	2	4	 	.568363130092621	 	 	 	 	3	3	 	 	3	3	4	-.246148273348808	0	4	4	4	 
136347170	1	2	1	2	2	4	1	3	1	4	1	3	 	1.2546581029892	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	-.02241818793118
136204190	3	2	6	 	2	1	6	6	1	1	2	4	 	2.16112375259399	 	 	 	 	3	2	 	 	3	3	4	.0623292252421379	0	4	4	4	 
136249190	3	2	7	 	2	1	1	5	1	4	1	3	 	1.05767297744751	 	 	 	 	3	4	 	 	4	4	4	-1.13190197944641	0	4	4	4	 
137140110	3	1	7	 	2	4	6	7	1	3	1	3	 	.620971918106079	 	 	 	 	3	2	 	 	4	2	4	.103474527597427	0	4	4	4	 
136781050	1	2	3	 	1	2	-1	2	1	4	1	5	 	1.11855924129486	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	.229671433568001
136865040	4	1	7	 	1	2	1	3	1	2	1	5	 	.644516885280609	1	2	1	1	 	 	 	 	 	 	 	 	0	4	4	4	 
147455160	4	2	6	 	1	2	1	3	1	4	1	4	 	1.15605890750885	10	1	1	1	 	 	 	 	 	 	 	 	0	4	4	4	 
136989090	1	1	7	 	1	2	1	4	1	3	1	1	 	2.34720587730408	 	 	 	 	 	 	 	 	 	 	 	 	0	2	2	2	.310979932546616
136819230	3	1	7	 	1	2	1	5	 	3	2	 	5	.976079106330872	 	 	 	 	3	4	 	 	4	3	3	-.534784436225891	0	4	4	4	 
137168290	1	1	1	2	2	4	5	4	1	4	2	5	 	.604408979415894	 	 	 	 	 	 	 	 	 	 	 	 	0	3	3	3	 
136939100	2	1	5	 	1	2	5	3	1	4	1	5	 	.590699255466461	 	 	 	 	 	 	3	4	 	 	 	 	0	3	3	3	 
136030110	3	2	5	 	2	2	6	6	1	4	2	1	 	.564032733440399	 	 	 	 	2	3	 	 	4	3	3	.03033297508955	0	4	4	4	 
147452050	1	1	7	1	2	4	3	3	1	2	1	4	 	.677966475486755	 	 	 	 	 	 	 	 	 	 	 	 	1	3	3	3	-.552325248718262
147234100	2	1	2	1	1	1	1	4	1	2	1	5	 	2.11464619636536	 	 	 	 	 	 	4	4	 	 	 	 	0	4	4	4	 
136131250	1	1	6	 	1	1	1	5	1	1	2	 	4	.671941220760345	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	-1.21526670455933
136115130	1	2	3	 	1	4	1	2	1	4	1	2	 	1.04024410247803	 	 	 	 	 	 	 	 	 	 	 	 	1	4	4	4	1.00306534767151
147368060	2	2	7	 	1	2	1	4	1	4	1	5	 	2.34856939315796	 	 	 	 	 	 	3	3	 	 	 	 	0	4	4	4	 
136240200	4	2	6	 	2	1	1	4	1	2	1	3	 	1.08584010601044	7	2	1	1	 	 	 	 	 	 	 	 	0	4	4	4	 
136821260	2	1	7	 	1	4	3	2	1	3	1	1	 	1.45828342437744	 	 	 	 	 	 	2	2	 	 	 	 	0	3	4	3	 
147305200	4	2	4	 	1	2	1	3	1	4	1	4	 	1.276118516922	2	2	1	1	 	 	 	 	 	 	 	 	0	4	4	4	 
136903210	1	1	5	 	1	2	1	5	1	4	1	5	 	1.21694600582123	 	 	 	 	 	 	 	 	 	 	 	 	0	3	3	3	.905304968357086
136261270	3	2	6	 	1	2	1	3	1	3	1	4	 	.678758084774017	 	 	 	 	3	3	 	 	3	3	4	-.246148273348808	0	4	4	4	 
136918010	1	1	7	 	2	1	1	5	1	3	2	4	 	1.08871078491211	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	.0238282699137926
137042200	4	2	7	 	1	4	2	2	1	3	1	2	 	1.22594618797302	5	2	1	2	 	 	 	 	 	 	 	 	0	1	2	2	 
136390010	1	2	7	 	2	1	6	7	1	3	1	4	 	.61944442987442	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	3	-1.21526670455933
136421040	4	2	7	 	1	1	1	5	5	4	1	2	 	1.80652844905853	10	2	1	2	 	 	 	 	 	 	 	 	0	3	3	3	 
147584180	2	2	6	 	1	2	1	5	1	4	2	5	 	.51673686504364	 	 	 	 	 	 	3	3	 	 	 	 	0	4	4	4	 
137154070	3	2	7	 	2	5	6	7	1	1	2	2	 	.666735231876373	 	 	 	 	3	4	 	 	4	4	4	-1.13190197944641	0	4	4	4	 
136554040	4	1	5	2	1	4	3	1	1	2	1	2	 	2.85952210426331	1	3	2	2	 	 	 	 	 	 	 	 	0	3	4	4	 
136828120	4	1	6	 	1	2	1	4	1	4	1	3	 	1.61084008216858	4	1	1	1	 	 	 	 	 	 	 	 	1	4	4	4	 
136826170	1	2	1	2	2	4	3	2	3	3	1	3	 	.76579874753952	 	 	 	 	 	 	 	 	 	 	 	 	0	2	4	3	 
147369270	3	2	3	 	2	4	4	3	3	4	1	1	 	.646960079669952	 	 	 	 	4	4	 	 	5	4	3	 	0	5	5	5	 
135554230	3	1	4	1	1	4	1	3	1	4	1	3	 	1.12358641624451	 	 	 	 	2	3	 	 	4	3	4	-.257573813199997	0	4	4	4	 
147264180	2	2	7	 	2	1	6	7	1	1	1	3	 	.722310602664948	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	 
136363160	4	1	5	 	2	5	3	1	5	3	1	5	 	1.90121126174927	4	1	1	1	 	 	 	 	 	 	 	 	0	4	4	4	 
136461310	3	2	6	 	1	2	1	4	1	2	2	3	 	1.11317825317383	 	 	 	 	3	3	 	 	3	3	3	.0417585112154484	1	4	4	3	 
136190220	2	2	6	 	2	1	3	1	1	2	1	5	 	2.74742484092712	 	 	 	 	 	 	5	 	 	 	 	 	0	4	4	4	 
136611150	3	2	7	 	1	1	6	6	1	2	2	4	 	.238284602761269	 	 	 	 	4	4	 	 	4	4	4	-1.3885418176651	0	4	4	4	 
136495290	1	1	5	 	1	2	2	3	1	3	1	3	 	1.17327737808228	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	-.674174904823303
137216070	3	2	5	 	1	1	2	3	1	2	2	5	 	.582276940345764	 	 	 	 	3	3	 	 	3	3	4	-.246148273348808	0	3	4	4	 
147587070	3	2	3	1	1	2	1	3	3	4	1	4	 	1.26958096027374	 	 	 	 	2	1	 	 	4	1	1	1.8415230512619	1	4	4	4	 
136172220	2	2	7	 	1	2	1	5	1	3	1	4	 	1.59972286224365	 	 	 	 	 	 	4	4	 	 	 	 	0	3	3	3	 
136264250	1	2	7	 	1	2	3	7	1	4	2	 	2	.310582011938095	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	.725335836410522
147427070	3	2	7	 	1	1	1	6	1	3	1	2	 	1.16851139068604	 	 	 	 	1	2	 	 	2	2	3	1.44079196453094	0	4	4	4	 
136858030	3	2	6	 	2	1	1	7	1	5	1	3	 	1.558748960495	 	 	 	 	2	3	 	 	4	3	3	.03033297508955	0	3	3	3	 
137079070	3	2	7	 	2	4	2	1	1	2	2	3	 	.645253360271454	 	 	 	 	1	1	 	 	1	1	1	2.90235924720764	1	3	4	4	 
147386180	2	2	7	 	1	2	3	2	1	2	1	4	 	4.09082221984863	 	 	 	 	 	 	3	4	 	 	 	 	0	3	3	3	 
136830270	3	2	7	 	2	1	1	5	3	5	1	1	 	1.31135642528534	 	 	 	 	1	1	 	 	4	1	3	1.52234935760498	0	3	3	3	 
136343280	4	2	5	 	2	5	5	6	1	4	1	3	 	.352454721927643	13	2	1	2	 	 	 	 	 	 	 	 	1	4	4	3	 
136575250	1	1	1	2	1	4	3	1	1	3	1	5	 	.760851442813873	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	-.950397610664368
136195130	1	2	3	 	2	4	1	1	1	1	2	1	 	4.1795506477356	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	-1.21526670455933
147259020	2	2	7	 	2	1	1	6	1	2	1	2	 	1.23889863491058	 	 	 	 	 	 	4	3	 	 	 	 	0	4	4	4	 
136191270	3	1	1	2	1	4	1	2	1	4	1	4	 	1.49127781391144	 	 	 	 	3	3	 	 	4	3	4	-.514213681221008	0	4	4	4	 
136291180	2	1	3	 	1	4	2	4	1	1	1	5	 	1.26162087917328	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	 
147441070	3	2	7	 	2	1	1	7	1	1	1	5	 	1.30257487297058	 	 	 	 	1	3	 	 	3	2	4	.576342225074768	0	4	4	4	 
136969160	4	2	6	 	2	4	3	2	4	1	1	1	 	.863149285316467	9	4	3	3	 	 	 	 	 	 	 	 	1	2	2	2	 
136112170	1	2	6	 	2	4	5	3	4	1	1	1	 	.559179067611694	 	 	 	 	 	 	 	 	 	 	 	 	1	2	2	2	.92509251832962
136599070	3	2	7	 	2	4	6	7	1	1	2	4	 	.387239933013916	 	 	 	 	3	3	 	 	4	4	5	 	0	4	4	4	 
136830110	3	1	2	1	2	4	3	2	1	3	1	1	 	2.13147115707397	 	 	 	 	3	3	 	 	4	3	3	-.226306915283203	0	3	3	3	 
136105250	1	2	4	 	2	4	4	3	1	2	1	1	 	.902702212333679	 	 	 	 	 	 	 	 	 	 	 	 	1	3	4	4	.661649227142334
147513090	1	1	6	 	2	2	3	5	1	3	1	2	 	.575484395027161	 	 	 	 	 	 	 	 	 	 	 	 	0	2	2	2	.263138800859451
136889330	1	2	5	 	1	2	3	1	1	3	2	3	 	1.31102418899536	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	1.18903970718384
137213050	1	1	4	 	1	4	2	2	1	4	1	4	 	1.55549609661102	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	.00496265990659595
136822250	1	2	6	 	1	2	4	4	1	5	1	4	 	.618034482002258	 	 	 	 	 	 	 	 	 	 	 	 	1	3	3	3	.535688698291779
136909100	2	2	6	 	2	2	1	4	1	4	1	5	 	1.97816324234009	 	 	 	 	 	 	3	3	 	 	 	 	0	4	4	4	 
136899350	3	2	7	 	2	4	5	6	1	1	1	2	 	.267924755811691	 	 	 	 	3	3	 	 	1	1	4	.908403992652893	0	4	4	4	 
136293190	3	1	2	2	1	4	2	2	1	2	1	2	 	1.61123895645142	 	 	 	 	3	4	 	 	4	4	4	-1.13190197944641	0	3	4	4	 
147274110	3	2	6	 	1	5	3	1	1	3	1	5	 	3.49780702590942	 	 	 	 	3	3	 	 	4	3	4	-.514213681221008	1	4	4	4	 
147402020	2	1	7	 	1	2	1	4	1	3	1	1	 	1.76752460002899	 	 	 	 	 	 	4	4	 	 	 	 	1	3	4	4	 
136036280	4	1	6	 	2	4	6	7	1	4	1	2	 	.510012865066528	3	1	1	1	 	 	 	 	 	 	 	 	0	2	3	4	 
136923140	2	1	4	 	1	1	5	5	1	4	1	5	 	.355208694934845	 	 	 	 	 	 	4	4	 	 	 	 	0	4	4	4	 
147335080	4	2	3	 	1	4	2	2	1	1	2	4	 	1.02713692188263	3	3	1	1	 	 	 	 	 	 	 	 	1	2	2	2	 
136743090	1	2	5	 	1	5	3	1	1	4	2	4	 	3.43641209602356	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	.0289269704371691
136289220	2	2	3	1	1	4	3	2	1	4	1	3	 	2.88482451438904	 	 	 	 	 	 	3	3	 	 	 	 	1	3	3	3	 
136774190	3	1	6	 	2	4	3	1	1	2	1	2	 	1.11726140975952	 	 	 	 	2	3	 	 	2	4	4	-.0306536909192801	0	3	3	3	 
136918230	3	2	7	 	2	1	1	7	1	1	2	4	 	1.34601259231567	 	 	 	 	4	4	 	 	4	4	4	-1.3885418176651	0	4	4	4	 
136129330	1	2	7	 	2	1	6	7	1	2	2	 	4	.293595999479294	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	 
136188280	4	1	7	 	2	1	1	7	1	4	2	5	 	1.20002365112305	4	2	1	1	 	 	 	 	 	 	 	 	0	4	4	4	 
137222070	3	1	5	 	1	2	1	2	1	3	1	 	3	.716357350349426	 	 	 	 	3	4	 	 	4	4	4	-1.13190197944641	0	3	4	4	 
