YYYY,Month,MM,DD,DD365,Tmax,Tmin,Tmean,Trange,Rainfall_mm
1864,Jun,6,6,158,22.3,9.9,16.1,12.4,0
1864,Jun,6,7,159,23.1,13.6,18.4,9.5,0
1864,Jun,6,8,160,21.8,8.6,15.2,13.2,0
1864,Jun,6,9,161,20.7,6.9,13.8,13.8,3.7
1864,Jun,6,10,162,21.2,11.1,16.2,10.1,0
1864,Jun,6,11,163,19.5,9.1,14.3,10.4,1.3
1864,Jun,6,12,164,20.7,8.1,14.4,12.6,0
1864,Jun,6,13,165,21.3,8.5,14.9,12.8,0.5
1864,Jun,6,14,166,19.5,10.2,14.9,9.3,2
1864,Jun,6,15,167,18.4,8,13.2,10.4,0.5
1864,Jun,6,16,168,20.1,11.3,15.7,8.8,0
1864,Jun,6,17,169,20.3,14.1,17.2,6.2,5.7
1864,Jun,6,18,170,20.6,9.7,15.2,10.9,0
1864,Jun,6,19,171,19.3,8.7,14,10.6,0
1864,Jun,6,20,172,22.3,13.8,18.1,8.5,0
1864,Jun,6,21,173,20.1,11.3,15.7,8.8,0
1864,Jun,6,22,174,20.1,10.8,15.5,9.3,7.9
1864,Jun,6,23,175,18.7,7.3,13,11.4,1.3
1864,Jun,6,24,176,18.1,12,15.1,6.1,0
1864,Jun,6,25,177,19.6,13.6,16.6,6,1
1864,Jun,6,26,178,20.3,7.4,13.9,12.9,0
1864,Jun,6,27,179,17.8,9.1,13.5,8.7,0
1864,Jun,6,28,180,19.5,12.2,15.9,7.3,1
1864,Jun,6,29,181,20.7,13.9,17.3,6.8,0.3
1864,Jun,6,30,182,18.9,9.2,14.1,9.7,0
1864,Jul,7,1,183,18.3,11.4,14.9,6.9,0
1864,Jul,7,2,184,21.2,10.2,15.7,11,5.2
1864,Jul,7,3,185,15.6,6.4,11,9.2,0.5
1864,Jul,7,4,186,18.9,8.1,13.5,10.8,0
1864,Jul,7,5,187,20.6,7.2,13.9,13.4,0
1864,Jul,7,6,188,18.9,6.4,12.7,12.5,0
1864,Jul,7,7,189,21.2,8.4,14.8,12.8,0
1864,Jul,7,8,190,19.6,6.3,13,13.3,0
1864,Jul,7,9,191,19,10.3,14.7,8.7,0.3
1864,Jul,7,10,192,23.4,11.4,17.4,12,0
1864,Jul,7,11,193,23.3,10.3,16.8,13,0
1864,Jul,7,12,194,21.9,9.6,15.8,12.3,0
1864,Jul,7,13,195,22.6,8.9,15.8,13.7,0
1864,Jul,7,14,196,24.5,8.6,16.6,15.9,0
1864,Jul,7,15,197,26.2,9.1,17.7,17.1,0
1864,Jul,7,16,198,24.4,10.3,17.4,14.1,0
1864,Jul,7,17,199,27.8,10.8,19.3,17,0
1864,Jul,7,18,200,24.4,15.3,19.9,9.1,0
1864,Jul,7,19,201,27.8,12.4,20.1,15.4,0
1864,Jul,7,20,202,27.4,11.4,19.4,16,0
1864,Jul,7,21,203,24.6,12.1,18.4,12.5,2.9
1864,Jul,7,22,204,20.1,12,16.1,8.1,0
1864,Jul,7,23,205,23.6,9.3,16.5,14.3,0
1864,Jul,7,24,206,24.5,13.6,19.1,10.9,0
1864,Jul,7,25,207,22.3,12.7,17.5,9.6,1.8
1864,Jul,7,26,208,23.2,7.7,15.5,15.5,0
1864,Jul,7,27,209,24.5,13.9,19.2,10.6,0
1864,Jul,7,28,210,22.9,10.3,16.6,12.6,0.8
1864,Jul,7,29,211,23.4,11.6,17.5,11.8,0
1864,Jul,7,30,212,24,12.5,18.3,11.5,0
1864,Jul,7,31,213,25,11.4,18.2,13.6,0.3
1864,Aug,8,1,214,21.4,8.7,15.1,12.7,0
1864,Aug,8,2,215,19.8,5.3,12.6,14.5,0
1864,Aug,8,3,216,22.3,11.6,17,10.7,0
1864,Aug,8,4,217,25.7,12.7,19.2,13,0
1864,Aug,8,5,218,27.8,13.2,20.5,14.6,0
1864,Aug,8,6,219,25.7,9.8,17.8,15.9,0
1864,Aug,8,7,220,24.6,16.5,20.6,8.1,0
1864,Aug,8,8,221,25.1,12,18.6,13.1,7
1864,Aug,8,9,222,18.3,7,12.7,11.3,1.8
1864,Aug,8,10,223,18.3,7.6,13,10.7,0
1864,Aug,8,11,224,19,4.8,11.9,14.2,0
1864,Aug,8,12,225,21.2,7.6,14.4,13.6,0
1864,Aug,8,13,226,25.7,9.7,17.7,16,0
1864,Aug,8,14,227,26.2,10.9,18.6,15.3,0
1864,Aug,8,15,228,21.8,11.7,16.8,10.1,0
1864,Aug,8,16,229,24.2,13.3,18.8,10.9,0
1864,Aug,8,17,230,19,7.3,13.2,11.7,0
1864,Aug,8,18,231,19.1,5.9,12.5,13.2,0
1864,Aug,8,19,232,20.1,9.3,14.7,10.8,1
1864,Aug,8,20,233,18.4,6.4,12.4,12,2.7
1864,Aug,8,21,234,17.3,3.7,10.5,13.6,0
1864,Aug,8,22,235,17.9,10.3,14.1,7.6,0
1864,Aug,8,23,236,16.2,5.9,11.1,10.3,0
1864,Aug,8,24,237,16.6,1.4,9,15.2,0
1864,Aug,8,25,238,16.6,4.6,10.6,12,0
1864,Aug,8,26,239,17.1,0.2,8.7,16.9,0
1864,Aug,8,27,240,19.6,12,15.8,7.6,0.5
1864,Aug,8,28,241,20.1,12.4,16.3,7.7,4.5
1864,Aug,8,29,242,22.8,6.4,14.6,16.4,0
1864,Aug,8,30,243,25.8,16.7,21.3,9.1,1.5
1864,Aug,8,31,244,18,9.2,13.6,8.8,0.5
1864,Sep,9,1,245,19.7,11.1,15.4,8.6,0
1864,Sep,9,2,246,19.1,10.9,15,8.2,1.8
1864,Sep,9,3,247,19.7,10.4,15.1,9.3,0
1864,Sep,9,4,248,19.7,11.5,15.6,8.2,2.3
1864,Sep,9,5,249,18.6,10,14.3,8.6,3.2
1864,Sep,9,6,250,19.1,15.9,17.5,3.2,0
1864,Sep,9,7,251,20.9,17.6,19.3,3.3,0.3
1864,Sep,9,8,252,21.3,17.3,19.3,4,0
1864,Sep,9,9,253,22.6,10.4,16.5,12.2,0.3
1864,Sep,9,10,254,18.1,8.1,13.1,10,1
1864,Sep,9,11,255,15.3,5.4,10.4,9.9,0
1864,Sep,9,12,256,16.8,7.2,12,9.6,1.3
1864,Sep,9,13,257,18,10.7,14.4,7.3,1.5
1864,Sep,9,14,258,17.4,6.5,12,10.9,10.5
1864,Sep,9,15,259,18.2,11.7,15,6.5,24.1
1864,Sep,9,16,260,17.5,8.4,13,9.1,0
1864,Sep,9,17,261,16.8,7.8,12.3,9,19.9
1864,Sep,9,18,262,17.1,6.9,12,10.2,0.8
1864,Sep,9,19,263,16.8,6.1,11.5,10.7,1
1864,Sep,9,20,264,16.7,10.6,13.7,6.1,0.8
1864,Sep,9,21,265,18,12.1,15.1,5.9,0.8
1864,Sep,9,22,266,18.6,8.1,13.4,10.5,3.5
1864,Sep,9,23,267,17.5,12.6,15.1,4.9,0.5
1864,Sep,9,24,268,17.1,7.2,12.2,9.9,0
1864,Sep,9,25,269,18,5.7,11.9,12.3,0
1864,Sep,9,26,270,18.5,5.7,12.1,12.8,0
1864,Sep,9,27,271,18.9,5.8,12.4,13.1,0
1864,Sep,9,28,272,19.5,7.1,13.3,12.4,0
1864,Sep,9,29,273,17.4,7.1,12.3,10.3,0
1864,Sep,9,30,274,14.7,4.8,9.8,9.9,0
1864,Oct,10,1,275,15.4,5.3,10.4,10.1,0
1864,Oct,10,2,276,14.9,4,9.5,10.9,0
1864,Oct,10,3,277,11.9,5.9,8.9,6,0
1864,Oct,10,4,278,11.2,5.6,8.4,5.6,0
1864,Oct,10,5,279,14.2,3,8.6,11.2,0
1864,Oct,10,6,280,15.4,5.6,10.5,9.8,0
1864,Oct,10,7,281,16.1,3.7,9.9,12.4,0
1864,Oct,10,8,282,14.9,8.9,11.9,6,0
1864,Oct,10,9,283,12.4,6.5,9.5,5.9,0
1864,Oct,10,10,284,12.1,6.8,9.5,5.3,0
1864,Oct,10,11,285,12.7,5.9,9.3,6.8,0
1864,Oct,10,12,286,14.1,10.4,12.3,3.7,0
1864,Oct,10,13,287,12.7,3.5,8.1,9.2,0
1864,Oct,10,14,288,14.1,7.1,10.6,7,0
1864,Oct,10,15,289,12.6,9.8,11.2,2.8,0
1864,Oct,10,16,290,13.7,8.9,11.3,4.8,1.8
1864,Oct,10,17,291,14.2,9.7,12,4.5,0.8
1864,Oct,10,18,292,15.4,8.3,11.9,7.1,0
1864,Oct,10,19,293,18.2,4.2,11.2,14,2.9
1864,Oct,10,20,294,12.7,9.3,11,3.4,1.5
1864,Oct,10,21,295,13.6,10.1,11.9,3.5,7.3
1864,Oct,10,22,296,14.4,4.3,9.4,10.1,5.7
1864,Oct,10,23,297,13.3,3.2,8.3,10.1,0
1864,Oct,10,24,298,13.2,9.1,11.2,4.1,0
1864,Oct,10,25,299,13.2,11.3,12.3,1.9,0
1864,Oct,10,26,300,14.3,9.8,12.1,4.5,18.6
1864,Oct,10,27,301,14.3,9.8,12.1,4.5,0.5
1864,Oct,10,28,302,13.8,8.1,11,5.7,0
1864,Oct,10,29,303,12.2,4.8,8.5,7.4,0
1864,Oct,10,30,304,9.9,1.5,5.7,8.4,0
1864,Oct,10,31,305,9.9,3.2,6.6,6.7,0
1864,Nov,11,1,306,8.3,4.9,6.6,3.4,0
1864,Nov,11,2,307,8.2,1.2,4.7,7,0
1864,Nov,11,3,308,9.4,-3.4,3,12.8,0
1864,Nov,11,4,309,8.8,-0.1,4.4,8.9,0
1864,Nov,11,5,310,9.4,1,5.2,8.4,0
1864,Nov,11,6,311,8.3,-3.8,2.3,12.1,0
1864,Nov,11,7,312,5.5,-1.3,2.1,6.8,0
1864,Nov,11,8,313,7.9,1.5,4.7,6.4,0
1864,Nov,11,9,314,8.2,-1.8,3.2,10,0
1864,Nov,11,10,315,6.6,-2.9,1.9,9.5,0
1864,Nov,11,11,316,4.4,0.1,2.3,4.3,0
1864,Nov,11,12,317,7.7,0.4,4.1,7.3,1.3
1864,Nov,11,13,318,9.9,6,8,3.9,6.2
1864,Nov,11,14,319,10.4,2.4,6.4,8,1.5
1864,Nov,11,15,320,7.7,4,5.9,3.7,0
1864,Nov,11,16,321,8.9,-0.7,4.1,9.6,3.2
1864,Nov,11,17,322,12.2,7.6,9.9,4.6,6.5
1864,Nov,11,18,323,11.1,3.8,7.5,7.3,0
1864,Nov,11,19,324,11.6,7.6,9.6,4,0
1864,Nov,11,20,325,11.6,2.7,7.2,8.9,0
1864,Nov,11,21,326,11.1,8.2,9.7,2.9,4.7
1864,Nov,11,22,327,10.4,2.7,6.6,7.7,0.5
1864,Nov,11,23,328,7.7,2.2,5,5.5,17.4
1864,Nov,11,24,329,4.9,-0.6,2.2,5.5,0
1864,Nov,11,25,330,7.2,1.4,4.3,5.8,2.9
1864,Nov,11,26,331,7.7,2.1,4.9,5.6,0
1864,Nov,11,27,332,12.2,5.6,8.9,6.6,0.5
1864,Nov,11,28,333,12.7,2.6,7.7,10.1,0.3
1864,Nov,11,29,334,8.9,2.8,5.9,6.1,0
1864,Nov,11,30,335,9.4,2.7,6.1,6.7,13.2
1864,Dec,12,1,336,8,-0.3,3.9,8.3,0
1864,Dec,12,2,337,9.3,2.3,5.8,7,0
1864,Dec,12,3,338,10.4,8.1,9.3,2.3,0.3
1864,Dec,12,4,339,11.3,8.2,9.8,3.1,0
1864,Dec,12,5,340,11.6,7.6,9.6,4,0
1864,Dec,12,6,341,10.5,3.1,6.8,7.4,0
1864,Dec,12,7,342,9.7,6.6,8.2,3.1,4.7
1864,Dec,12,8,343,7.9,-0.1,3.9,8,0.3
1864,Dec,12,9,344,7.7,0.4,4.1,7.3,0
1864,Dec,12,10,345,8.1,5.3,6.7,2.8,0
1864,Dec,12,11,346,10.1,7.8,9,2.3,0.8
1864,Dec,12,12,347,8.8,2.2,5.5,6.6,2.9
1864,Dec,12,13,348,7.8,2.6,5.2,5.2,0
1864,Dec,12,14,349,4.3,0.4,2.4,3.9,0
1864,Dec,12,15,350,2.5,0.8,1.7,1.7,0
1864,Dec,12,16,351,0.9,-2.1,-0.6,3,0
1864,Dec,12,17,352,-0.1,-6.4,-3.3,6.3,0
1864,Dec,12,18,353,2.1,-1.8,0.2,3.9,0
1864,Dec,12,19,354,6.5,-0.8,2.9,7.3,0
1864,Dec,12,20,355,7.4,3.3,5.4,4.1,0
1864,Dec,12,21,356,4.9,1.4,3.2,3.5,0
1864,Dec,12,22,357,2.2,0.1,1.2,2.1,0
1864,Dec,12,23,358,0.5,-2.5,-1,3,0
1864,Dec,12,24,359,0.1,-2.5,-1.2,2.6,0
1864,Dec,12,25,360,0.5,-0.4,0.1,0.9,0
1864,Dec,12,26,361,0.5,-1.9,-0.7,2.4,0
1864,Dec,12,27,362,1.1,-1.3,-0.1,2.4,0
1864,Dec,12,28,363,5.5,0.3,2.9,5.2,0
1864,Dec,12,29,364,6.3,4.2,5.3,2.1,0
1864,Dec,12,30,365,5.5,-1.1,2.2,6.6,0
1864,Dec,12,31,366,1.7,-1.9,-0.1,3.6,0.3
1865,Jan,1,1,1,1.6,-7.2,-2.8,8.8,0
1865,Jan,1,2,2,0.9,-2.8,-1,3.7,0
1865,Jan,1,3,3,7.6,-3.5,2.1,11.1,0.3
1865,Jan,1,4,4,9.2,4.1,6.7,5.1,0
1865,Jan,1,5,5,9.5,3.2,6.4,6.3,5
1865,Jan,1,6,6,5.8,0.2,3,5.6,0
1865,Jan,1,7,7,6.1,0.8,3.5,5.3,0
1865,Jan,1,8,8,8.8,3.2,6,5.6,0
1865,Jan,1,9,9,9.8,4.7,7.3,5.1,0
1865,Jan,1,10,10,10.5,3.1,6.8,7.4,0
1865,Jan,1,11,11,8.6,4.7,6.7,3.9,0.8
1865,Jan,1,12,12,8.8,0.3,4.6,8.5,3.2
1865,Jan,1,13,13,8.3,1.9,5.1,6.4,17.4
1865,Jan,1,14,14,7.7,1.5,4.6,6.2,1.5
1865,Jan,1,15,15,5.5,1.3,3.4,4.2,0
1865,Jan,1,16,16,5.1,1.9,3.5,3.2,0.5
1865,Jan,1,17,17,2.4,-0.8,0.8,3.2,0
1865,Jan,1,18,18,4,1.1,2.6,2.9,1
1865,Jan,1,19,19,2.7,-1.4,0.7,4.1,0
1865,Jan,1,20,20,2.4,-4.6,-1.1,7,0
1865,Jan,1,21,21,1.6,-6.9,-2.7,8.5,0
1865,Jan,1,22,22,1.7,-3.3,-0.8,5,0
1865,Jan,1,23,23,1.6,-0.7,0.5,2.3,1.5
1865,Jan,1,24,24,2.3,-1.8,0.3,4.1,0
1865,Jan,1,25,25,1.3,-1.3,0,2.6,7.9
1865,Jan,1,26,26,0.6,0.3,0.5,0.3,20.4
1865,Jan,1,27,27,1.2,-4.2,-1.5,5.4,3.5
1865,Jan,1,28,28,-0.1,-14.4,-7.3,14.3,0
1865,Jan,1,29,29,2.2,-9.7,-3.8,11.9,3.5
1865,Jan,1,30,30,3.4,1.8,2.6,1.6,2.3
1865,Jan,1,31,31,4.4,2.2,3.3,2.2,7.7
1865,Feb,2,1,32,7.6,2.3,5,5.3,0.8
1865,Feb,2,2,33,9.4,3.2,6.3,6.2,1
1865,Feb,2,3,34,7.1,3.6,5.4,3.5,0.5
1865,Feb,2,4,35,3.5,-0.2,1.7,3.7,0
1865,Feb,2,5,36,2.6,0.9,1.8,1.7,5.7
1865,Feb,2,6,37,8.3,2.5,5.4,5.8,5.7
1865,Feb,2,7,38,9.9,2.6,6.3,7.3,1.8
1865,Feb,2,8,39,3.8,-0.7,1.6,4.5,0
1865,Feb,2,9,40,3,-0.7,1.2,3.7,0
1865,Feb,2,10,41,1.9,-2.9,-0.5,4.8,0
1865,Feb,2,11,42,-1.1,-3.2,-2.2,2.1,0
1865,Feb,2,12,43,0.4,-2.4,-1,2.8,0
1865,Feb,2,13,44,-1.7,-2.9,-2.3,1.2,0
1865,Feb,2,14,45,-0.6,-7.3,-4,6.7,0
1865,Feb,2,15,46,0.1,-3.6,-1.8,3.7,0
1865,Feb,2,16,47,1.7,-4.6,-1.5,6.3,16.7
1865,Feb,2,17,48,3.3,-2.4,0.5,5.7,1.8
1865,Feb,2,18,49,5.8,1.1,3.5,4.7,1.5
1865,Feb,2,19,50,4.9,-1.9,1.5,6.8,0
1865,Feb,2,20,51,2.1,-3.1,-0.5,5.2,0
1865,Feb,2,21,52,4.4,0.4,2.4,4,1
1865,Feb,2,22,53,7.1,3.8,5.5,3.3,0
1865,Feb,2,23,54,10.8,7.1,9,3.7,5.7
1865,Feb,2,24,55,8.8,1.2,5,7.6,2.5
1865,Feb,2,25,56,8.3,1.5,4.9,6.8,4.7
1865,Feb,2,26,57,8.8,1.1,5,7.7,1.8
1865,Feb,2,27,58,8.8,4.8,6.8,4,0.5
1865,Feb,2,28,59,10,5.2,7.6,4.8,0.5
1865,Mar,3,1,60,9.4,5.2,7.3,4.2,1.5
1865,Mar,3,2,61,9.4,1.6,5.5,7.8,1
1865,Mar,3,3,62,8.3,0.4,4.4,7.9,0
1865,Mar,3,4,63,7.7,0.4,4.1,7.3,10
1865,Mar,3,5,64,7.3,1,4.2,6.3,0.8
1865,Mar,3,6,65,6.2,0.9,3.6,5.3,0
1865,Mar,3,7,66,6.1,-1.8,2.2,7.9,0
1865,Mar,3,8,67,5,0.4,2.7,4.6,0
1865,Mar,3,9,68,5.5,-2.2,1.7,7.7,0
1865,Mar,3,10,69,5.5,1.6,3.6,3.9,0.5
1865,Mar,3,11,70,5.9,0.3,3.1,5.6,1.3
1865,Mar,3,12,71,4.9,-2.7,1.1,7.6,0
1865,Mar,3,13,72,6.7,1.4,4.1,5.3,0
1865,Mar,3,14,73,4.4,1.3,2.9,3.1,0
1865,Mar,3,15,74,4.4,0.5,2.5,3.9,0
1865,Mar,3,16,75,6.1,-0.7,2.7,6.8,0
1865,Mar,3,17,76,5.2,-1.8,1.7,7,0
1865,Mar,3,18,77,4.9,1.6,3.3,3.3,0
1865,Mar,3,19,78,3.3,-3.3,0,6.6,0
1865,Mar,3,20,79,2.7,-5.1,-1.2,7.8,0
1865,Mar,3,21,80,3.3,-2.8,0.3,6.1,0
1865,Mar,3,22,81,5.8,-0.5,2.7,6.3,0.5
1865,Mar,3,23,82,5.5,-3.7,0.9,9.2,0
1865,Mar,3,24,83,6.1,-2.8,1.7,8.9,0
1865,Mar,3,25,84,5.5,1.1,3.3,4.4,6.5
1865,Mar,3,26,85,4.9,-2.9,1,7.8,0
1865,Mar,3,27,86,4.8,-2.9,1,7.7,0
1865,Mar,3,28,87,6.7,0.7,3.7,6,0
1865,Mar,3,29,88,4.1,0.9,2.5,3.2,0
1865,Mar,3,30,89,8.3,1,4.7,7.3,0
1865,Mar,3,31,90,11.3,5.7,8.5,5.6,2.5
1865,Apr,4,1,91,11.7,-1.7,5,13.4,0
1865,Apr,4,2,92,12.2,4,8.1,8.2,0
1865,Apr,4,3,93,14.7,-0.6,7.1,15.3,0
1865,Apr,4,4,94,13.9,5.4,9.7,8.5,2.5
1865,Apr,4,5,95,13.4,9.4,11.4,4,0.3
1865,Apr,4,6,96,15.2,9.3,12.3,5.9,0
1865,Apr,4,7,97,16.2,6.4,11.3,9.8,0
1865,Apr,4,8,98,19.4,3.5,11.5,15.9,0
1865,Apr,4,9,99,21.2,5.7,13.5,15.5,0
1865,Apr,4,10,100,19.6,3.2,11.4,16.4,0
1865,Apr,4,11,101,19,6.7,12.9,12.3,0
1865,Apr,4,12,102,19,6.1,12.6,12.9,0
1865,Apr,4,13,103,18.6,6.7,12.7,11.9,0
1865,Apr,4,14,104,13.4,5.9,9.7,7.5,11.2
1865,Apr,4,15,105,12.9,7.6,10.3,5.3,0
1865,Apr,4,16,106,19.8,9.9,14.9,9.9,1.5
1865,Apr,4,17,107,19.6,12.7,16.2,6.9,4.2
1865,Apr,4,18,108,19.1,9.3,14.2,9.8,2.7
1865,Apr,4,19,109,11.1,6.7,8.9,4.4,0
1865,Apr,4,20,110,16.1,6.6,11.4,9.5,0
1865,Apr,4,21,111,19.1,6.6,12.9,12.5,0
1865,Apr,4,22,112,21.9,3.8,12.9,18.1,0
1865,Apr,4,23,113,21.1,3.5,12.3,17.6,0
1865,Apr,4,24,114,17.3,2.9,10.1,14.4,0
1865,Apr,4,25,115,19.1,4.3,11.7,14.8,0
1865,Apr,4,26,116,21.6,7.1,14.4,14.5,0
1865,Apr,4,27,117,23.6,7.2,15.4,16.4,0
1865,Apr,4,28,118,21.1,3.9,12.5,17.2,0
1865,Apr,4,29,119,12.4,0.6,6.5,11.8,0
1865,Apr,4,30,120,13.3,-0.2,6.6,13.5,0.5
1865,May,5,1,121,14.8,7.3,11.1,7.5,2
1865,May,5,2,122,16.3,7.9,12.1,8.4,0
1865,May,5,3,123,16.9,7.6,12.3,9.3,1.3
1865,May,5,4,124,17.4,11.4,14.4,6,5.2
1865,May,5,5,125,22,7.2,14.6,14.8,5
1865,May,5,6,126,18.3,3.2,10.8,15.1,0
1865,May,5,7,127,15.8,9.9,12.9,5.9,3.2
1865,May,5,8,128,18.1,8.7,13.4,9.4,8.2
1865,May,5,9,129,19.6,8.4,14,11.2,5.2
1865,May,5,10,130,9.6,6.4,8,3.2,7.7
1865,May,5,11,131,10.2,6.7,8.5,3.5,0
1865,May,5,12,132,14.1,3.1,8.6,11,0.3
1865,May,5,13,133,15.8,5.4,10.6,10.4,0
1865,May,5,14,134,16.3,8.1,12.2,8.2,3.5
1865,May,5,15,135,15.8,3.7,9.8,12.1,0.5
1865,May,5,16,136,15.4,7.6,11.5,7.8,2.9
1865,May,5,17,137,17.2,5.7,11.5,11.5,0
1865,May,5,18,138,16.8,4.8,10.8,12,0
1865,May,5,19,139,19.1,6.9,13,12.2,0
1865,May,5,20,140,21.9,9.8,15.9,12.1,0
1865,May,5,21,141,25.8,10.1,18,15.7,2
1865,May,5,22,142,23.4,8.1,15.8,15.3,2.9
1865,May,5,23,143,23.4,9.8,16.6,13.6,4.2
1865,May,5,24,144,19.9,7.2,13.6,12.7,0
1865,May,5,25,145,21.3,5.9,13.6,15.4,0
1865,May,5,26,146,23.6,12.4,18,11.2,0
1865,May,5,27,147,20.8,13.7,17.3,7.1,0.5
1865,May,5,28,148,20.2,13.1,16.7,7.1,0
1865,May,5,29,149,21.9,13,17.5,8.9,0
1865,May,5,30,150,18.6,8.7,13.7,9.9,0
1865,May,5,31,151,20.2,8.9,14.6,11.3,0
1865,Jun,6,1,152,19.1,10.6,14.9,8.5,35.9
1865,Jun,6,2,153,15.3,11.6,13.5,3.7,6
1865,Jun,6,3,154,20.2,10.6,15.4,9.6,0
1865,Jun,6,4,155,21.9,11.2,16.6,10.7,0
1865,Jun,6,5,156,23.5,13.9,18.7,9.6,0
1865,Jun,6,6,157,23.8,12.7,18.3,11.1,0
1865,Jun,6,7,158,21.3,8.1,14.7,13.2,0
1865,Jun,6,8,159,25.2,13.3,19.3,11.9,0
1865,Jun,6,9,160,25.3,13.6,19.5,11.7,0
1865,Jun,6,10,161,22.4,9.3,15.9,13.1,0
1865,Jun,6,11,162,17.1,5.9,11.5,11.2,0
1865,Jun,6,12,163,19.1,7,13.1,12.1,0
1865,Jun,6,13,164,22.4,10.3,16.4,12.1,0
1865,Jun,6,14,165,23.8,11,17.4,12.8,0
1865,Jun,6,15,166,23.6,11.2,17.4,12.4,4
1865,Jun,6,16,167,19.4,11.1,15.3,8.3,0
1865,Jun,6,17,168,21.4,8.7,15.1,12.7,0
1865,Jun,6,18,169,18.6,9.4,14,9.2,0
1865,Jun,6,19,170,21.2,5.8,13.5,15.4,0
1865,Jun,6,20,171,25.2,6.6,15.9,18.6,0
1865,Jun,6,21,172,28.7,10.1,19.4,18.6,0
1865,Jun,6,22,173,28,11.7,19.9,16.3,0
1865,Jun,6,23,174,28,13.7,20.9,14.3,0
1865,Jun,6,24,175,20.8,10.4,15.6,10.4,0
1865,Jun,6,25,176,23,12.1,17.6,10.9,0
1865,Jun,6,26,177,19.7,13.8,16.8,5.9,0
1865,Jun,6,27,178,24.1,14.4,19.3,9.7,0
1865,Jun,6,28,179,25.2,12.6,18.9,12.6,12.2
1865,Jun,6,29,180,15.2,12,13.6,3.2,26.9
1865,Jun,6,30,181,14.1,10.6,12.4,3.5,2.5
1865,Jul,7,1,182,19,8.1,13.6,10.9,0
1865,Jul,7,2,183,24,10.4,17.2,13.6,0
1865,Jul,7,3,184,24.2,9.7,17,14.5,0
1865,Jul,7,4,185,26.6,15.9,21.3,10.7,0.8
1865,Jul,7,5,186,24.6,16.4,20.5,8.2,11.2
1865,Jul,7,6,187,22.1,15.6,18.9,6.5,5.7
1865,Jul,7,7,188,21.3,14.6,18,6.7,8.9
1865,Jul,7,8,189,21.2,12.8,17,8.4,0.8
1865,Jul,7,9,190,22.7,10.9,16.8,11.8,0
1865,Jul,7,10,191,19.6,11.7,15.7,7.9,4
1865,Jul,7,11,192,19,8.7,13.9,10.3,0
1865,Jul,7,12,193,19.3,11.5,15.4,7.8,6
1865,Jul,7,13,194,18.9,12.1,15.5,6.8,6.8
1865,Jul,7,14,195,22.9,12.7,17.8,10.2,0
1865,Jul,7,15,196,24.9,17,21,7.9,0.5
1865,Jul,7,16,197,25.7,14.3,20,11.4,0
1865,Jul,7,17,198,21.8,11.1,16.5,10.7,10.2
1865,Jul,7,18,199,19.6,10.9,15.3,8.7,6.2
1865,Jul,7,19,200,20.7,10.9,15.8,9.8,0.3
1865,Jul,7,20,201,21.3,9.8,15.6,11.5,0
1865,Jul,7,21,202,22.6,12.9,17.8,9.7,0
1865,Jul,7,22,203,25.1,15.9,20.5,9.2,0
1865,Jul,7,23,204,22,14.2,18.1,7.8,0
1865,Jul,7,24,205,26.3,16.2,21.3,10.1,0
1865,Jul,7,25,206,26.2,12.7,19.5,13.5,0
1865,Jul,7,26,207,26.1,14.3,20.2,11.8,0
1865,Jul,7,27,208,25.7,9.3,17.5,16.4,0
1865,Jul,7,28,209,21.2,11.9,16.6,9.3,0
1865,Jul,7,29,210,22.3,14.2,18.3,8.1,0
1865,Jul,7,30,211,20.6,9.8,15.2,10.8,0
1865,Jul,7,31,212,14.6,9.4,12,5.2,8.4
1865,Aug,8,1,213,16.9,7.7,12.3,9.2,0.5
1865,Aug,8,2,214,16.4,7.1,11.8,9.3,2.3
1865,Aug,8,3,215,15.1,7.7,11.4,7.4,2.3
1865,Aug,8,4,216,17.9,5.4,11.7,12.5,0
1865,Aug,8,5,217,21.3,11.6,16.5,9.7,0
1865,Aug,8,6,218,21.2,14.7,18,6.5,16.5
1865,Aug,8,7,219,21.9,10.5,16.2,11.4,0
1865,Aug,8,8,220,19.1,8.2,13.7,10.9,0
1865,Aug,8,9,221,23.1,11.7,17.4,11.4,0
1865,Aug,8,10,222,19.7,14.8,17.3,4.9,2
1865,Aug,8,11,223,19.7,9.2,14.5,10.5,7
1865,Aug,8,12,224,18.3,12.4,15.4,5.9,3.2
1865,Aug,8,13,225,20.7,12.1,16.4,8.6,6.8
1865,Aug,8,14,226,20.2,11.6,15.9,8.6,6
1865,Aug,8,15,227,20.8,10.5,15.7,10.3,0
1865,Aug,8,16,228,19.1,11.5,15.3,7.6,0.3
1865,Aug,8,17,229,18.7,11.9,15.3,6.8,0.3
1865,Aug,8,18,230,20.3,6.7,13.5,13.6,0
1865,Aug,8,19,231,21.6,12.8,17.2,8.8,0
1865,Aug,8,20,232,21.9,11,16.5,10.9,10.2
1865,Aug,8,21,233,21.9,11.2,16.6,10.7,0
1865,Aug,8,22,234,21.4,11,16.2,10.4,3.2
1865,Aug,8,23,235,18.3,12.7,15.5,5.6,16.5
1865,Aug,8,24,236,21.3,12.3,16.8,9,0
1865,Aug,8,25,237,19.7,12.6,16.2,7.1,0
1865,Aug,8,26,238,21.3,7.4,14.4,13.9,0
1865,Aug,8,27,239,23,13.6,18.3,9.4,0.3
