ID,Sex,Age,EthnicGroup,Education,SES,DeprivationIndex,bcsvictim,effectx,fairx,confx,antisocx
136212290.00,1.00,44.00,1.00,3.00,1.00,5.00,0.00,0.43,-0.35,-1.02,-1.22
136213010.00,1.00,77.00,1.00,4.00,1.00,4.00,0.00,-0.75,-1.36,0.09,0.53
136213050.00,1.00,83.00,1.00,1.00,2.00,3.00,0.00,9999.00,9999.00,-0.32,9999.00
136213130.00,2.00,86.00,1.00,1.00,5.00,2.00,0.00,-0.77,-0.05,-0.77,9999.00
136213170.00,2.00,28.00,1.00,3.00,2.00,2.00,0.00,9999.00,-1.16,-1.72,-1.22
136213210.00,2.00,69.00,1.00,2.00,5.00,2.00,0.00,-0.16,9999.00,9999.00,9999.00
136213250.00,2.00,75.00,1.00,2.00,1.00,2.00,0.00,9999.00,9999.00,9999.00,-0.29
136213290.00,1.00,62.00,1.00,3.00,6.00,1.00,1.00,0.14,0.81,-1.28,2.42
136214130.00,2.00,70.00,1.00,1.00,3.00,4.00,0.00,0.70,9999.00,-0.57,-0.49
136214170.00,2.00,62.00,1.00,4.00,1.00,4.00,0.00,1.59,2.33,0.10,0.54
136214210.00,2.00,54.00,1.00,3.00,1.00,1.00,0.00,1.03,1.69,0.32,2.25
136214250.00,1.00,63.00,1.00,1.00,5.00,2.00,0.00,1.90,2.57,2.66,2.98
136214290.00,2.00,40.00,1.00,2.00,5.00,4.00,0.00,9999.00,-1.01,-0.32,0.26
136215050.00,2.00,41.00,1.00,4.00,1.00,4.00,0.00,-1.06,9999.00,-0.32,-0.69
136215090.00,2.00,73.00,1.00,1.00,5.00,4.00,0.00,9999.00,9999.00,0.12,-1.22
136215130.00,1.00,51.00,1.00,4.00,1.00,5.00,0.00,0.14,0.59,0.56,-0.51
136215170.00,2.00,45.00,1.00,2.00,4.00,5.00,0.00,9999.00,1.29,2.42,-0.30
136215210.00,2.00,38.00,1.00,4.00,1.00,4.00,0.00,0.40,9999.00,9999.00,-0.24
136215290.00,2.00,25.00,1.00,4.00,1.00,3.00,0.00,-0.48,-1.01,-0.11,-1.22
136216010.00,1.00,42.00,1.00,2.00,1.00,3.00,0.00,0.71,9999.00,9999.00,-0.27
136216050.00,2.00,46.00,1.00,4.00,1.00,4.00,1.00,0.14,9999.00,-0.16,1.00
136216090.00,1.00,69.00,1.00,4.00,1.00,5.00,0.00,-0.15,0.44,0.37,0.19
136216130.00,2.00,47.00,1.00,2.00,1.00,5.00,0.00,1.59,9999.00,0.28,0.53
136216170.00,2.00,37.00,1.00,2.00,3.00,5.00,0.00,-0.47,9999.00,-0.56,-0.30
136216210.00,2.00,64.00,1.00,2.00,1.00,5.00,1.00,1.03,9999.00,-1.03,-0.48
136216250.00,2.00,54.00,1.00,4.00,1.00,5.00,0.00,0.14,-0.86,0.12,0.31
136216290.00,2.00,81.00,1.00,1.00,5.00,3.00,0.00,-0.99,9999.00,-1.47,-0.02
136217010.00,2.00,27.00,1.00,1.00,8.00,1.00,0.00,-1.03,-1.16,-1.72,0.53
136217050.00,1.00,30.00,1.00,5.00,5.00,1.00,1.00,-0.52,-1.08,2.27,3.25
136217130.00,2.00,30.00,1.00,4.00,1.00,1.00,0.00,0.40,9999.00,0.33,2.37
136217170.00,2.00,74.00,1.00,1.00,5.00,1.00,0.00,9999.00,9999.00,-1.72,-0.79
136217250.00,2.00,69.00,1.00,2.00,5.00,3.00,0.00,0.42,-0.20,0.12,0.58
136218010.00,1.00,39.00,1.00,4.00,1.00,5.00,0.00,0.72,9999.00,1.31,-0.46
136218050.00,1.00,59.00,1.00,3.00,5.00,5.00,0.00,0.73,-0.05,0.78,-0.78
136218130.00,1.00,39.00,1.00,1.00,3.00,2.00,0.00,9999.00,9999.00,0.61,-0.27
136218170.00,2.00,38.00,1.00,3.00,1.00,4.00,0.00,9999.00,9999.00,0.57,-1.22
136218210.00,1.00,68.00,1.00,4.00,3.00,4.00,0.00,0.68,9999.00,-0.12,-0.27
136218250.00,2.00,66.00,1.00,2.00,3.00,4.00,0.00,0.15,0.01,0.37,-0.21
136218290.00,1.00,58.00,1.00,3.00,3.00,4.00,0.00,0.45,0.33,0.41,0.23
136219010.00,2.00,46.00,1.00,2.00,5.00,2.00,0.00,-0.47,0.37,-0.32,0.74
136219050.00,1.00,62.00,1.00,1.00,5.00,2.00,0.00,1.60,1.04,9999.00,-1.22
136219090.00,1.00,59.00,1.00,4.00,1.00,2.00,0.00,0.72,-0.35,0.81,0.46
136219130.00,2.00,44.00,1.00,5.00,5.00,1.00,1.00,-1.06,-1.03,0.09,-0.27
136219210.00,1.00,55.00,1.00,2.00,2.00,1.00,0.00,1.59,1.84,1.35,0.06
136219250.00,1.00,31.00,1.00,5.00,5.00,1.00,0.00,9999.00,9999.00,1.06,0.43
136219290.00,1.00,39.00,1.00,9999.00,3.00,2.00,0.00,9999.00,0.15,0.57,-0.30
136220010.00,2.00,68.00,1.00,3.00,1.00,5.00,0.00,1.00,1.31,1.50,-0.32
136220090.00,1.00,37.00,1.00,9999.00,5.00,2.00,0.00,9999.00,9999.00,9999.00,9999.00
136220130.00,2.00,37.00,1.00,3.00,2.00,3.00,0.00,-0.45,-0.16,-1.02,9999.00
136220250.00,2.00,16.00,1.00,2.00,1.00,3.00,0.00,-0.76,-1.70,-1.72,-0.78
136220290.00,2.00,56.00,1.00,4.00,4.00,4.00,0.00,1.01,-0.68,0.32,0.61
136221010.00,1.00,62.00,1.00,4.00,2.00,5.00,0.00,-0.47,0.19,-0.32,0.94
136221050.00,1.00,71.00,1.00,1.00,5.00,3.00,0.00,-0.44,-1.65,-1.72,-0.26
136221130.00,2.00,71.00,1.00,1.00,3.00,3.00,0.00,0.70,1.21,0.55,-1.22
136221170.00,2.00,60.00,1.00,1.00,5.00,4.00,0.00,1.30,0.81,9999.00,9999.00
136221210.00,1.00,44.00,1.00,4.00,4.00,5.00,0.00,-0.75,0.10,0.07,-0.97
136221290.00,1.00,88.00,1.00,3.00,3.00,5.00,0.00,0.11,-0.02,0.37,-1.22
136222010.00,1.00,25.00,1.00,4.00,1.00,3.00,0.00,-0.46,-0.79,-1.23,-1.00
136222090.00,1.00,48.00,1.00,3.00,5.00,1.00,0.00,2.18,3.07,1.30,1.42
136222130.00,1.00,34.00,1.00,1.00,5.00,2.00,0.00,9999.00,9999.00,2.07,0.31
136222170.00,2.00,24.00,1.00,3.00,5.00,4.00,0.00,-1.34,-0.86,-0.32,-0.49
136222210.00,1.00,87.00,1.00,1.00,4.00,1.00,0.00,0.75,9999.00,-0.32,0.68
136222290.00,1.00,58.00,1.00,2.00,5.00,3.00,0.00,0.46,1.57,-1.72,0.99
136223050.00,2.00,53.00,1.00,2.00,4.00,4.00,0.00,0.14,9999.00,1.53,0.70
136223090.00,1.00,32.00,1.00,4.00,1.00,4.00,0.00,-2.23,-2.03,-1.72,-1.22
136223210.00,1.00,29.00,1.00,4.00,1.00,3.00,0.00,9999.00,-0.68,0.17,0.23
136223250.00,2.00,65.00,1.00,4.00,1.00,4.00,0.00,-0.47,-1.04,0.37,-0.73
136223330.00,1.00,63.00,1.00,3.00,1.00,5.00,0.00,-0.74,-0.61,0.12,0.72
136224090.00,2.00,74.00,1.00,2.00,1.00,4.00,0.00,-0.18,-0.35,-0.32,-1.22
136224130.00,2.00,59.00,1.00,4.00,1.00,3.00,0.00,-0.46,9999.00,-0.11,0.24
136224170.00,1.00,41.00,1.00,3.00,4.00,3.00,0.00,9999.00,9999.00,9999.00,-0.54
136224250.00,2.00,16.00,1.00,2.00,1.00,3.00,0.00,9999.00,9999.00,0.13,1.67
136224330.00,1.00,93.00,1.00,1.00,1.00,5.00,0.00,9999.00,9999.00,0.38,-1.22
136225010.00,2.00,71.00,1.00,2.00,5.00,4.00,0.00,0.69,9999.00,-0.36,-0.48
136225050.00,2.00,81.00,1.00,4.00,2.00,3.00,0.00,-1.33,-0.46,-0.99,0.63
136225130.00,1.00,32.00,1.00,4.00,1.00,4.00,0.00,0.97,1.36,0.90,0.28
136225170.00,2.00,20.00,1.00,2.00,5.00,4.00,0.00,0.14,-0.87,-0.79,-0.26
136226010.00,2.00,68.00,1.00,1.00,2.00,4.00,0.00,9999.00,9999.00,9999.00,-0.99
136226090.00,2.00,36.00,1.00,4.00,1.00,5.00,0.00,9999.00,-0.59,-0.32,-0.70
136226130.00,1.00,38.00,1.00,4.00,1.00,3.00,0.00,0.11,-1.73,-1.72,-0.48
136226170.00,2.00,48.00,1.00,2.00,2.00,5.00,0.00,0.73,9999.00,0.10,0.01
136226250.00,2.00,23.00,1.00,4.00,1.00,5.00,0.00,0.44,-0.68,-0.08,-0.21
136226290.00,2.00,46.00,1.00,4.00,2.00,5.00,0.00,-2.21,-1.49,-0.52,-1.22
136227010.00,1.00,64.00,1.00,1.00,4.00,1.00,0.00,1.01,9999.00,1.49,2.15
136227050.00,1.00,52.00,1.00,1.00,3.00,1.00,0.00,1.59,9999.00,3.37,1.88
136227090.00,2.00,57.00,1.00,4.00,2.00,1.00,1.00,1.00,1.64,1.99,2.76
136227170.00,1.00,24.00,1.00,3.00,1.00,4.00,0.00,-0.76,-0.86,-0.77,-0.78
136227250.00,1.00,51.00,1.00,2.00,5.00,2.00,1.00,0.42,-0.68,-0.32,-0.24
136228010.00,2.00,23.00,1.00,2.00,5.00,1.00,0.00,2.18,2.11,3.87,1.86
136228050.00,1.00,75.00,1.00,1.00,1.00,2.00,0.00,9999.00,9999.00,-1.03,-0.31
136228090.00,2.00,61.00,1.00,2.00,5.00,1.00,0.00,-0.47,9999.00,-0.32,-0.24
136228250.00,2.00,67.00,1.00,5.00,1.00,3.00,0.00,1.01,0.55,-0.32,-1.22
136228290.00,2.00,37.00,1.00,4.00,5.00,3.00,0.00,9999.00,9999.00,-0.32,-0.51
136229010.00,1.00,73.00,1.00,3.00,5.00,3.00,0.00,0.43,0.48,0.13,0.96
136229050.00,2.00,45.00,1.00,1.00,5.00,1.00,0.00,-1.34,9999.00,1.07,0.53
136229090.00,1.00,79.00,1.00,1.00,4.00,3.00,0.00,-0.45,9999.00,-0.66,-0.78
136229130.00,1.00,34.00,1.00,4.00,4.00,1.00,0.00,9999.00,9999.00,0.20,0.94
136229170.00,1.00,69.00,1.00,1.00,5.00,3.00,0.00,9999.00,9999.00,0.07,0.24
136229210.00,2.00,48.00,1.00,4.00,5.00,3.00,0.00,9999.00,9999.00,0.10,0.78
136230010.00,1.00,42.00,4.00,3.00,2.00,2.00,1.00,-0.75,0.01,-0.32,1.03
136230130.00,2.00,67.00,1.00,4.00,1.00,2.00,1.00,0.45,0.19,-0.32,0.72
136230170.00,2.00,36.00,1.00,2.00,5.00,1.00,0.00,2.18,2.68,3.37,2.15
136230210.00,1.00,56.00,1.00,4.00,5.00,1.00,1.00,1.87,0.22,1.82,-0.46
136231010.00,1.00,38.00,1.00,4.00,1.00,5.00,1.00,-1.34,-0.86,-0.11,-0.25
136231050.00,1.00,69.00,1.00,1.00,5.00,2.00,0.00,2.18,9999.00,1.73,0.24
136231090.00,2.00,68.00,3.00,1.00,5.00,5.00,0.00,9999.00,9999.00,-0.08,-1.22
136231170.00,2.00,35.00,1.00,4.00,5.00,3.00,0.00,0.71,0.32,-1.28,-0.52
136231210.00,1.00,34.00,1.00,3.00,5.00,3.00,1.00,-1.37,-1.73,-1.04,-0.21
136232170.00,2.00,74.00,1.00,4.00,1.00,5.00,0.00,-0.48,9999.00,-0.33,-0.45
136232290.00,1.00,65.00,1.00,4.00,1.00,5.00,0.00,9999.00,9999.00,1.27,-0.51
136233010.00,1.00,25.00,5.00,4.00,2.00,1.00,0.00,0.15,-0.71,-0.11,0.99
136233050.00,1.00,53.00,1.00,2.00,1.00,2.00,0.00,0.39,-0.79,-0.38,-0.30
136233090.00,1.00,29.00,1.00,4.00,4.00,1.00,1.00,9999.00,-1.59,-1.47,0.50
136233170.00,1.00,64.00,1.00,1.00,5.00,1.00,0.00,-0.13,9999.00,9999.00,-0.56
136233210.00,1.00,61.00,1.00,4.00,1.00,5.00,0.00,-0.17,-0.35,-0.11,-1.22
136233290.00,2.00,34.00,3.00,1.00,5.00,1.00,0.00,-1.34,9999.00,-0.32,0.03
136234050.00,2.00,32.00,3.00,2.00,5.00,1.00,1.00,9999.00,9999.00,-0.07,1.34
136234130.00,1.00,49.00,1.00,5.00,5.00,2.00,0.00,1.31,9999.00,1.22,9999.00
136234170.00,2.00,54.00,1.00,2.00,5.00,3.00,1.00,9999.00,9999.00,9999.00,0.63
136234250.00,1.00,70.00,1.00,2.00,4.00,4.00,0.00,9999.00,-0.08,-0.57,-0.04
136234290.00,1.00,67.00,1.00,1.00,1.00,4.00,0.00,0.44,9999.00,-0.12,0.25
136234330.00,2.00,56.00,1.00,3.00,3.00,5.00,0.00,0.72,9999.00,0.12,0.49
136235090.00,1.00,72.00,1.00,1.00,3.00,4.00,0.00,-1.03,9999.00,-1.72,-0.28
136235210.00,2.00,43.00,1.00,4.00,1.00,2.00,0.00,9999.00,9999.00,9999.00,-1.22
136235250.00,2.00,71.00,1.00,2.00,5.00,1.00,0.00,1.04,9999.00,-0.62,-1.22
136235290.00,2.00,16.00,1.00,2.00,1.00,4.00,0.00,9999.00,9999.00,-0.32,0.23
136236050.00,2.00,83.00,1.00,1.00,2.00,2.00,0.00,0.41,-0.17,-1.31,-0.75
136236170.00,1.00,33.00,3.00,5.00,5.00,2.00,0.00,-3.10,9999.00,-1.72,9999.00
136236290.00,1.00,59.00,3.00,1.00,5.00,1.00,0.00,9999.00,1.33,-0.07,0.51
136237010.00,2.00,44.00,1.00,4.00,1.00,4.00,0.00,0.11,9999.00,-0.08,-0.50
136237090.00,1.00,74.00,1.00,3.00,1.00,5.00,0.00,0.41,0.37,-0.32,-1.22
136237130.00,1.00,82.00,1.00,4.00,1.00,4.00,0.00,-1.01,9999.00,-1.32,-0.73
136237170.00,1.00,36.00,1.00,4.00,1.00,4.00,0.00,0.66,9999.00,1.96,0.94
136237250.00,1.00,62.00,1.00,4.00,1.00,5.00,1.00,-0.18,-0.65,0.12,0.24
136237290.00,2.00,48.00,1.00,2.00,1.00,5.00,0.00,0.12,0.25,0.34,0.23
136238010.00,2.00,50.00,1.00,4.00,1.00,5.00,0.00,9999.00,9999.00,9999.00,9999.00
136238030.00,1.00,50.00,1.00,2.00,5.00,5.00,0.00,9999.00,0.77,-0.32,1.67
136238050.00,1.00,64.00,1.00,1.00,4.00,5.00,1.00,9999.00,9999.00,9999.00,-0.29
136238130.00,2.00,66.00,1.00,1.00,5.00,3.00,0.00,1.61,9999.00,1.99,1.51
136238170.00,1.00,45.00,1.00,3.00,3.00,2.00,0.00,0.13,-0.86,-0.32,0.45
136238210.00,1.00,61.00,1.00,3.00,5.00,2.00,1.00,0.10,-0.07,-0.32,1.67
136238250.00,2.00,40.00,1.00,2.00,5.00,1.00,0.00,0.40,1.69,9999.00,1.95
136238290.00,2.00,81.00,1.00,2.00,2.00,2.00,0.00,9999.00,9999.00,-1.23,-0.75
136238330.00,2.00,64.00,1.00,3.00,5.00,3.00,0.00,0.45,9999.00,0.21,-0.25
136239010.00,1.00,38.00,1.00,4.00,5.00,1.00,1.00,0.13,0.01,0.37,0.53
136239090.00,1.00,20.00,1.00,2.00,4.00,1.00,1.00,0.14,9999.00,-0.13,1.64
136239130.00,2.00,66.00,1.00,5.00,1.00,1.00,0.00,9999.00,9999.00,0.37,9999.00
136239170.00,2.00,75.00,1.00,2.00,2.00,2.00,0.00,9999.00,9999.00,-0.32,9999.00
136239210.00,1.00,36.00,1.00,4.00,2.00,3.00,0.00,9999.00,-0.60,1.71,-1.22
136239250.00,2.00,25.00,1.00,4.00,7.00,1.00,1.00,0.45,-0.12,0.80,3.12
136239290.00,1.00,68.00,1.00,3.00,4.00,1.00,0.00,-1.60,0.71,-0.54,9999.00
136239330.00,1.00,46.00,1.00,4.00,1.00,1.00,0.00,1.30,0.22,0.36,0.00
136240010.00,1.00,31.00,1.00,3.00,4.00,4.00,0.00,0.16,0.81,1.72,1.27
136240050.00,2.00,45.00,1.00,2.00,3.00,4.00,1.00,0.10,9999.00,9999.00,9999.00
136240130.00,1.00,32.00,1.00,1.00,3.00,2.00,0.00,-0.47,-0.50,9999.00,-0.04
136240210.00,1.00,22.00,1.00,4.00,1.00,3.00,1.00,0.98,0.25,1.54,0.53
136240290.00,1.00,52.00,1.00,2.00,5.00,3.00,0.00,1.30,-0.53,0.12,-0.22
136240330.00,1.00,64.00,1.00,4.00,5.00,4.00,0.00,9999.00,9999.00,-0.83,9999.00
136241010.00,2.00,46.00,1.00,2.00,1.00,5.00,0.00,-0.45,9999.00,-0.07,-0.24
136241090.00,2.00,70.00,1.00,2.00,5.00,2.00,0.00,9999.00,9999.00,-0.78,9999.00
136241170.00,1.00,47.00,1.00,3.00,3.00,1.00,1.00,0.37,-0.35,2.41,3.72
136241250.00,1.00,74.00,1.00,3.00,5.00,1.00,0.00,0.72,1.57,-0.36,-0.32
136242050.00,1.00,20.00,1.00,1.00,5.00,4.00,0.00,9999.00,9999.00,0.79,-0.49
136242090.00,2.00,65.00,1.00,3.00,1.00,2.00,0.00,0.14,-0.53,-1.02,0.75
136242130.00,1.00,34.00,1.00,3.00,5.00,4.00,1.00,0.17,-1.22,1.98,-0.26
136242170.00,2.00,69.00,1.00,4.00,2.00,4.00,0.00,9999.00,9999.00,1.07,-0.67
136242210.00,1.00,37.00,1.00,4.00,2.00,4.00,0.00,-1.05,-2.36,-1.72,-0.01
136242290.00,2.00,39.00,1.00,4.00,1.00,3.00,0.00,9999.00,9999.00,9999.00,0.09
136243090.00,1.00,75.00,1.00,2.00,4.00,3.00,0.00,0.18,9999.00,-0.12,-0.99
136243130.00,2.00,79.00,1.00,4.00,1.00,3.00,0.00,0.68,9999.00,-0.32,0.07
136243170.00,1.00,45.00,1.00,3.00,1.00,2.00,0.00,0.75,9999.00,0.09,9999.00
136243250.00,1.00,75.00,1.00,4.00,1.00,3.00,0.00,9999.00,9999.00,-0.11,0.31
136243330.00,1.00,64.00,1.00,2.00,1.00,2.00,0.00,0.73,9999.00,0.82,-0.48
136244010.00,2.00,20.00,1.00,2.00,5.00,1.00,1.00,9999.00,9999.00,-0.12,0.44
136244170.00,2.00,56.00,5.00,3.00,3.00,2.00,0.00,1.55,9999.00,-0.11,1.17
136244210.00,1.00,25.00,1.00,2.00,5.00,3.00,0.00,0.38,0.84,3.18,1.37
136244250.00,1.00,81.00,1.00,1.00,5.00,2.00,1.00,-0.17,9999.00,-0.32,-1.22
136244290.00,2.00,55.00,1.00,4.00,1.00,3.00,0.00,-0.75,9999.00,-0.32,9999.00
136245010.00,2.00,54.00,1.00,2.00,3.00,1.00,0.00,0.14,-0.83,-0.57,1.42
136245050.00,2.00,27.00,1.00,2.00,5.00,1.00,0.00,1.03,0.83,-1.24,-0.67
136245170.00,1.00,66.00,1.00,4.00,1.00,5.00,0.00,1.59,-0.50,0.60,-0.73
136245210.00,2.00,32.00,1.00,4.00,4.00,5.00,0.00,9999.00,-0.75,-0.33,9999.00
136245250.00,2.00,22.00,1.00,2.00,4.00,1.00,0.00,-1.64,-1.85,0.11,0.45
136245290.00,1.00,62.00,1.00,2.00,2.00,2.00,0.00,0.68,9999.00,0.07,9999.00
136246010.00,2.00,45.00,1.00,4.00,1.00,4.00,0.00,0.40,0.41,1.07,-0.27
136246090.00,1.00,88.00,1.00,4.00,2.00,3.00,0.00,1.89,2.00,0.33,9999.00
136246130.00,2.00,32.00,1.00,4.00,7.00,2.00,0.00,1.04,1.49,1.24,1.20
136246210.00,2.00,18.00,1.00,3.00,7.00,3.00,0.00,1.30,-0.17,-1.27,-0.78
136246250.00,1.00,59.00,1.00,3.00,4.00,4.00,0.00,9999.00,1.21,-0.11,0.97
136246290.00,1.00,87.00,1.00,4.00,1.00,2.00,0.00,-0.51,9999.00,0.09,-0.66
136247010.00,2.00,86.00,1.00,1.00,3.00,2.00,0.00,9999.00,9999.00,-0.79,-0.45
136247050.00,1.00,45.00,1.00,4.00,2.00,2.00,1.00,-0.47,-0.50,-0.32,0.75
136247090.00,1.00,27.00,1.00,1.00,4.00,4.00,0.00,9999.00,0.85,-0.32,-0.70
136247130.00,2.00,64.00,1.00,4.00,1.00,4.00,0.00,0.42,9999.00,-1.72,-0.77
136248090.00,2.00,73.00,1.00,4.00,1.00,5.00,0.00,-0.17,-0.53,0.78,0.00
136248130.00,2.00,54.00,1.00,3.00,3.00,5.00,0.00,9999.00,9999.00,0.07,-1.00
136248210.00,2.00,46.00,1.00,4.00,3.00,4.00,0.00,0.42,0.77,0.38,0.19
136248250.00,2.00,45.00,1.00,1.00,3.00,4.00,0.00,-1.05,9999.00,-1.72,-1.22
136248290.00,1.00,47.00,1.00,3.00,1.00,4.00,0.00,0.11,0.56,0.12,-1.22
136249010.00,1.00,39.00,1.00,3.00,4.00,3.00,0.00,1.63,2.36,1.04,0.44
136249050.00,2.00,72.00,1.00,1.00,2.00,5.00,0.00,9999.00,9999.00,-0.30,-0.77
136249090.00,1.00,81.00,1.00,4.00,1.00,2.00,0.00,9999.00,9999.00,1.23,0.25
136249130.00,1.00,22.00,1.00,3.00,5.00,2.00,0.00,-0.17,9999.00,-0.33,0.00
136249170.00,1.00,40.00,1.00,3.00,2.00,2.00,0.00,9999.00,-0.86,-0.32,-0.30
136249210.00,2.00,49.00,1.00,4.00,1.00,5.00,0.00,9999.00,-0.53,-0.32,-1.22
136249290.00,1.00,79.00,1.00,1.00,1.00,2.00,0.00,1.29,0.28,-1.02,-0.67
136249330.00,2.00,41.00,1.00,4.00,1.00,5.00,0.00,1.60,9999.00,0.33,-0.25
136250010.00,2.00,71.00,1.00,1.00,1.00,3.00,0.00,-0.74,9999.00,0.74,-1.22
136250050.00,1.00,70.00,1.00,1.00,5.00,1.00,0.00,1.90,0.60,1.92,0.96
136250090.00,2.00,42.00,1.00,2.00,4.00,1.00,1.00,1.27,3.22,3.87,0.44
136250170.00,1.00,17.00,4.00,2.00,5.00,1.00,0.00,0.40,0.18,1.73,-0.31
136250210.00,1.00,52.00,1.00,4.00,1.00,1.00,0.00,0.10,-0.29,-0.11,-0.22
136251050.00,1.00,44.00,1.00,4.00,1.00,5.00,0.00,-0.47,0.01,-0.57,-0.67
136251090.00,2.00,47.00,1.00,3.00,5.00,4.00,0.00,0.42,1.72,-0.11,9999.00
136251170.00,2.00,69.00,1.00,1.00,5.00,5.00,1.00,-0.45,0.16,0.13,-0.51
136251210.00,1.00,16.00,1.00,4.00,1.00,5.00,1.00,9999.00,9999.00,1.09,-0.73
136252010.00,1.00,62.00,1.00,5.00,5.00,4.00,0.00,1.00,0.51,-1.26,0.74
136252090.00,1.00,65.00,1.00,4.00,2.00,4.00,1.00,1.04,0.74,9999.00,-0.56
136252130.00,2.00,39.00,1.00,4.00,1.00,4.00,0.00,9999.00,-0.14,9999.00,-1.00
136252170.00,1.00,74.00,1.00,4.00,5.00,5.00,0.00,9999.00,9999.00,9999.00,-0.99
136252290.00,1.00,69.00,1.00,1.00,1.00,4.00,0.00,1.62,1.08,1.55,-1.00
136253010.00,1.00,29.00,1.00,2.00,5.00,5.00,0.00,0.12,0.34,-0.32,0.23
136253050.00,2.00,63.00,1.00,3.00,2.00,5.00,1.00,-0.17,-0.35,-0.33,-0.95
136253090.00,1.00,25.00,2.00,1.00,5.00,4.00,1.00,0.09,0.30,9999.00,1.09
136253130.00,2.00,22.00,1.00,2.00,3.00,2.00,1.00,-0.18,-0.35,-0.12,1.24
136253170.00,1.00,71.00,1.00,2.00,4.00,4.00,0.00,1.03,1.76,0.14,0.02
136253210.00,1.00,38.00,1.00,2.00,2.00,5.00,0.00,0.44,-0.17,1.00,0.24
136253250.00,2.00,82.00,1.00,2.00,1.00,5.00,0.00,-1.30,-0.28,9999.00,-1.22
136253290.00,1.00,50.00,1.00,4.00,1.00,4.00,0.00,0.14,0.16,-0.32,-1.22
136254010.00,2.00,22.00,1.00,2.00,4.00,3.00,1.00,0.10,9999.00,0.53,0.26
136254050.00,1.00,43.00,1.00,2.00,5.00,2.00,0.00,1.29,-0.20,1.31,-1.22
136254090.00,2.00,68.00,1.00,1.00,5.00,2.00,0.00,-1.01,-0.17,-1.72,0.19
136254130.00,1.00,42.00,4.00,4.00,1.00,2.00,0.00,-1.92,-0.71,-1.32,0.45
136254250.00,2.00,66.00,1.00,2.00,2.00,3.00,1.00,0.09,9999.00,-0.32,-1.22
136254290.00,1.00,31.00,1.00,2.00,4.00,2.00,1.00,1.33,0.75,0.64,1.63
136254330.00,2.00,77.00,1.00,1.00,4.00,2.00,0.00,-1.07,9999.00,-0.24,-0.38
136255010.00,2.00,30.00,1.00,3.00,1.00,4.00,0.00,0.73,0.86,-1.72,-1.22
136255130.00,2.00,61.00,1.00,2.00,4.00,5.00,0.00,-0.76,-0.68,-0.32,0.53
136255170.00,1.00,43.00,1.00,2.00,4.00,5.00,0.00,-1.65,-1.67,-0.57,-0.95
136255210.00,2.00,45.00,1.00,3.00,1.00,2.00,0.00,-0.20,9999.00,1.32,0.92
136255250.00,1.00,81.00,1.00,1.00,5.00,4.00,0.00,9999.00,0.19,9999.00,-1.22
136256010.00,2.00,75.00,1.00,1.00,2.00,5.00,0.00,9999.00,9999.00,9999.00,-0.75
136256050.00,2.00,39.00,1.00,4.00,1.00,5.00,0.00,9999.00,9999.00,9999.00,0.09
136256090.00,2.00,32.00,1.00,4.00,1.00,5.00,0.00,1.02,9999.00,-0.32,0.78
136256130.00,1.00,40.00,1.00,4.00,1.00,4.00,0.00,0.68,0.28,0.16,-0.74
136256170.00,1.00,54.00,1.00,4.00,5.00,4.00,0.00,0.41,0.74,0.12,0.50
136256290.00,2.00,31.00,1.00,4.00,1.00,5.00,0.00,0.70,-0.83,-1.31,-0.74
136257050.00,2.00,83.00,1.00,3.00,2.00,4.00,0.00,0.14,9999.00,-0.32,-0.79
136257170.00,1.00,21.00,1.00,3.00,7.00,4.00,1.00,9999.00,9999.00,0.17,0.03
136257210.00,2.00,20.00,1.00,3.00,7.00,4.00,0.00,9999.00,-0.82,-0.10,-1.22
136258010.00,2.00,52.00,1.00,1.00,6.00,5.00,0.00,0.69,9999.00,2.17,1.70
136258090.00,2.00,17.00,1.00,2.00,3.00,5.00,0.00,-0.47,-0.14,0.37,-0.99
136258130.00,1.00,47.00,1.00,4.00,2.00,3.00,0.00,-0.18,0.19,-1.47,0.75
136258170.00,1.00,54.00,1.00,3.00,5.00,4.00,0.00,-0.42,0.24,9999.00,-1.22
136258250.00,1.00,64.00,1.00,4.00,1.00,3.00,0.00,9999.00,9999.00,0.30,9999.00
136259010.00,2.00,22.00,1.00,5.00,3.00,2.00,0.00,9999.00,-0.50,-0.32,9999.00
136259130.00,2.00,20.00,1.00,2.00,6.00,1.00,0.00,-0.43,9999.00,0.99,2.28
136259170.00,1.00,70.00,1.00,4.00,1.00,2.00,0.00,9999.00,9999.00,-0.38,-0.48
136259210.00,2.00,36.00,1.00,1.00,5.00,1.00,0.00,0.37,0.52,-0.37,0.48
136260010.00,1.00,39.00,4.00,4.00,1.00,5.00,0.00,0.40,9999.00,1.04,-1.00
136260050.00,2.00,30.00,1.00,3.00,1.00,5.00,0.00,9999.00,9999.00,9999.00,-1.22
136260090.00,2.00,68.00,1.00,1.00,2.00,5.00,0.00,9999.00,9999.00,-0.32,-0.95
136260210.00,2.00,49.00,1.00,4.00,1.00,3.00,0.00,9999.00,9999.00,-0.11,0.56
136260250.00,2.00,70.00,1.00,2.00,1.00,3.00,0.00,1.01,0.56,0.36,0.01
136260330.00,2.00,63.00,1.00,1.00,2.00,4.00,0.00,-0.50,9999.00,0.12,9999.00
136261010.00,2.00,42.00,1.00,2.00,5.00,2.00,0.00,-1.34,-0.50,-1.72,0.31
