ID,Sex,Age,AgeGroup,EthnicGroup,Education,SES,DeprivationIndex,Victim,effectx,fairx,confx,antisocx
136380210.0,Male,57.0,5,White,University,3.0,3.0,0.0,0.14246520887185804,-0.5447858333935546,-0.41011388644441416,1.29
136380250.0,Male,31.0,2,White,University,4.0,3.0,0.0,,,0.13813223736062427,0.97
136380290.0,Female,86.0,7,White,None,6.0,4.0,0.0,1.5799280683814674,1.2899993051099543,-1.0700397762097382,0.14
136380330.0,Female,79.0,7,White,University,5.0,5.0,0.0,,,0.09752141337506587,-1.0
136381050.0,Female,70.0,6,White,None,5.0,1.0,0.0,0.661549019250328,0.6919201715646115,0.960501423068182,2.11
136381090.0,Female,60.0,5,White,GCSE,5.0,4.0,0.0,0.9809852102524635,,0.5543931832125979,0.33
136381130.0,Male,16.0,1,White,None,1.0,1.0,0.0,-1.0554205073861498,-1.2543712460744694,0.5746985952053771,3.12
136381210.0,Female,32.0,2,Black or Black British,GCSE,2.0,1.0,0.0,-0.47644241119477926,-0.2710886027880587,-0.35935035646246616,0.77
136382010.0,Female,65.0,6,Asian or Asian British,None,6.0,1.0,0.0,,,0.5950040071981564,
136382050.0,Male,47.0,4,Black or Black British,None,5.0,1.0,1.0,-1.3748566983882853,,-0.35935035646246616,0.45
136382090.0,Female,44.0,3,White,University,5.0,2.0,1.0,-0.47644241119477926,,-0.8771383622783356,
136382130.0,Male,51.0,4,White,GCSE,5.0,1.0,0.0,-0.47644241119477926,-0.473827292125463,0.7980581271259483,0.72
136382170.0,Female,51.0,4,White,ALevel,4.0,1.0,0.0,1.2804566393169654,2.455746768800029,-0.35935035646246616,0.55
136382210.0,Female,34.0,2,White,None,3.0,1.0,0.0,,,-0.35935035646246616,0.53
136382290.0,Female,27.0,2,White,None,5.0,1.0,0.0,0.4119894950299098,,,2.23
136383050.0,Female,71.0,6,White,University,1.0,1.0,0.0,1.5799280683814674,0.6108246958296498,-1.5776750760292182,-0.06
136383090.0,Male,60.0,5,White,None,1.0,2.0,0.0,0.3820423521234596,1.462327191046748,-0.34919765046607654,-0.74
136383130.0,Male,19.0,1,White,ALevel,5.0,4.0,1.0,-1.0354557454485163,-1.7308071660173694,-1.3137047201230885,-0.48
136383170.0,Male,47.0,4,White,University,1.0,5.0,0.0,,-0.17985619258622682,0.3107282392992475,0.01
136383210.0,Female,76.0,7,White,ALevel,2.0,5.0,0.0,-1.3249447935442016,-0.5447858333935546,-1.7807291959570102,-1.22
136383290.0,Female,66.0,6,White,None,5.0,5.0,0.0,1.6198575922567342,,1.2955407209490388,0.75
136383330.0,Female,32.0,2,White,University,4.0,5.0,0.0,-1.0554205073861498,,-0.613168006372206,-0.75
136384010.0,Male,81.0,7,White,University,1.0,2.0,0.0,-1.3449095554818349,-0.6968398503966078,-1.0700397762097382,-1.0
136384050.0,Female,60.0,5,White,University,1.0,2.0,0.0,1.000949972190097,,1.26508260295987,-0.02
136384090.0,Male,88.0,7,White,None,3.0,2.0,0.0,-0.1869533630990941,,-0.11568541254911573,-1.22
136384130.0,Female,82.0,7,White,None,3.0,4.0,0.0,1.889381878414786,1.2190407638418628,1.4275258989021036,-0.21
136384170.0,Female,78.0,7,White,University,1.0,4.0,0.0,,,-1.7807291959570102,-0.74
136384210.0,Female,71.0,6,White,University,1.0,3.0,0.0,-0.17697098213027737,-0.6968398503966078,-0.35935035646246616,-0.44
136385010.0,Male,62.0,5,White,ALevel,4.0,4.0,1.0,0.6815137811879615,,,
136385090.0,Female,32.0,2,White,University,2.0,3.0,0.0,0.43195425696754325,0.18507344822110092,-1.0801924822061277,-0.04
136385130.0,Female,55.0,5,White,None,5.0,3.0,0.0,-1.933870032642022,-0.7272506537972183,-0.613168006372206,0.14
136385170.0,Male,52.0,4,White,University,1.0,5.0,1.0,0.402007114061093,0.1039779724861392,-0.4202665924408038,0.69
136385210.0,Male,57.0,5,White,GCSE,3.0,5.0,1.0,0.10253568499659113,-0.5954705057279056,-1.5370642520436597,-1.0
136385290.0,Female,65.0,6,White,University,3.0,4.0,1.0,-0.47644241119477926,1.371094780844916,,-0.99
136386010.0,Female,31.0,2,White,None,4.0,1.0,0.0,-0.745966697352831,-0.8793046708002716,-0.3695030624588558,-0.02
136386050.0,Female,73.0,6,White,Other,1.0,1.0,0.0,,,-0.4202665924408038,0.09
136386090.0,Male,77.0,7,White,Other,5.0,1.0,0.0,0.1324828279030413,1.4319163876461374,-0.41011388644441416,-0.21
136386130.0,Female,66.0,6,White,ALevel,2.0,1.0,0.0,0.10253568499659113,,0.75744730314039,-0.02
136386170.0,Female,50.0,4,White,ALevel,2.0,2.0,1.0,1.2704742583481488,1.279862370643084,0.09752141337506587,1.46
136386210.0,Female,61.0,5,White,None,3.0,1.0,0.0,,,-0.14614353053828452,0.47
136386250.0,Female,42.0,3,White,University,1.0,1.0,0.0,0.4119894950299098,0.15466264482049027,-0.35935035646246616,0.67
136387010.0,Female,23.0,1,Black or Black British,GCSE,5.0,1.0,0.0,1.260491877379332,1.604244273582931,2.483407322526622,-0.31
136387090.0,Male,19.0,1,White,ALevel,7.0,3.0,1.0,-2.5128481288333924,-1.2340973771407289,-0.866985656281946,0.71
136387130.0,Female,30.0,2,White,University,5.0,2.0,0.0,,,1.8742449627432458,-0.79
136387170.0,Female,27.0,2,White,Other,5.0,3.0,0.0,,,-0.35935035646246616,-1.0
136387210.0,Male,31.0,2,Chinese or other,University,1.0,3.0,0.0,0.3920247330922763,,0.5950040071981564,-0.74
136387330.0,Female,56.0,5,White,Other,5.0,5.0,0.0,1.3104037822234156,2.232734210528884,0.33103365129202666,-0.5
136388010.0,Female,66.0,6,White,None,5.0,1.0,0.0,1.8694171164771525,0.519592285627818,-0.35935035646246616,-0.78
136388050.0,Female,48.0,4,White,None,5.0,1.0,0.0,-0.486424792163596,,-0.35935035646246616,
136388130.0,Male,77.0,7,White,None,8.0,1.0,0.0,1.6198575922567342,,-0.35935035646246616,-0.73
136388170.0,Female,51.0,4,White,GCSE,4.0,2.0,0.0,0.402007114061093,,0.33103365129202666,-0.3
136388210.0,Male,53.0,4,White,GCSE,1.0,4.0,0.0,0.4119894950299098,-0.3623210129898906,-0.613168006372206,0.7
136388290.0,Female,43.0,3,White,University,1.0,2.0,1.0,0.9809852102524635,,1.01126495305013,-0.99
136388330.0,Female,59.0,5,Asian or Asian British,None,6.0,1.0,0.0,0.3820423521234596,0.5601400234952989,-1.5269115460472702,0.74
136389050.0,Male,75.0,7,White,University,5.0,5.0,0.0,0.3920247330922763,,-0.35935035646246616,-0.51
136389090.0,Male,75.0,7,White,None,3.0,4.0,0.0,,0.519592285627818,-0.866985656281946,-0.65
136389290.0,Female,50.0,4,White,GCSE,3.0,3.0,0.0,-0.7559490783216478,-0.6968398503966078,-0.866985656281946,0.0
136390010.0,Female,85.0,7,White,ALevel,2.0,4.0,0.0,0.7414080670008619,0.6817832370977415,-0.8162221262999981,-1.22
136390050.0,Female,71.0,6,White,GCSE,1.0,4.0,0.0,,,,-0.73
136390130.0,Female,62.0,5,White,Other,1.0,2.0,0.0,,,1.0417230710392988,
136390170.0,Male,61.0,5,White,Other,4.0,3.0,0.0,0.9809852102524635,,1.468136722887662,1.41
136390210.0,Female,60.0,5,White,University,2.0,4.0,1.0,-0.1470238392238272,,0.05691058938950747,-0.21
136390290.0,Female,86.0,7,White,Other,2.0,2.0,0.0,,,-0.23751788450579095,-0.26
136391010.0,Female,40.0,3,White,University,5.0,4.0,0.0,-0.47644241119477926,1.0163020745044586,-1.3340101321158677,-0.79
136391050.0,Male,57.0,5,White,ALevel,1.0,4.0,0.0,,,-0.15629623653467414,-1.22
136391090.0,Female,48.0,4,White,GCSE,3.0,4.0,0.0,,,0.7879054211295589,0.06
136391130.0,Female,20.0,1,White,University,2.0,4.0,0.0,-0.47644241119477926,-0.6968398503966078,0.3411863572884163,0.23
136391210.0,Male,18.0,1,White,GCSE,5.0,5.0,0.0,-0.16698860116146064,,-0.15629623653467414,-0.52
136391250.0,Male,40.0,3,White,University,1.0,5.0,0.0,,,0.08736870737867626,0.01
136391290.0,Male,68.0,6,Mixed,None,5.0,1.0,0.0,1.5399985445062006,0.854111123034535,2.4732546165302325,0.95
136392090.0,Male,25.0,2,White,ALevel,5.0,3.0,0.0,,,1.5798164888479476,-0.46
136392130.0,Male,70.0,6,White,None,3.0,5.0,0.0,1.0109323531589138,0.39794907202537544,1.2549298969634803,0.04
136392170.0,Female,78.0,7,White,None,1.0,3.0,0.0,1.000949972190097,,0.3513390632848059,
136392210.0,Female,33.0,2,White,GCSE,3.0,3.0,0.0,1.000949972190097,-0.13930845471874595,0.09752141337506587,0.75
136392250.0,Male,70.0,6,White,ALevel,3.0,4.0,0.0,-0.16698860116146064,-0.8793046708002716,0.8082108331223379,-1.22
136392290.0,Female,58.0,5,White,GCSE,5.0,4.0,0.0,,,-0.14614353053828452,-0.73
136393050.0,Male,40.0,3,Mixed,University,1.0,3.0,1.0,1.6098752112879178,,2.686461442454414,1.23
136393090.0,Female,83.0,7,White,None,2.0,5.0,0.0,,,-0.35935035646246616,-0.73
136393130.0,Male,57.0,5,White,GCSE,4.0,5.0,1.0,,-1.0617694912039355,-0.11568541254911573,0.51
136393170.0,Female,48.0,4,Mixed,ALevel,1.0,5.0,0.0,0.3920247330922763,-0.33191020958927997,0.3411863572884163,1.27
136393210.0,Female,54.0,4,White,GCSE,2.0,5.0,0.0,0.1225004469342246,,0.05691058938950747,0.23
136393250.0,Female,81.0,7,White,None,2.0,5.0,0.0,0.4119894950299098,,,0.23
136393290.0,Female,43.0,3,White,GCSE,6.0,5.0,1.0,-1.674328127452787,-0.2406777993874481,-1.5269115460472702,0.17
136394050.0,Female,72.0,6,White,University,1.0,5.0,1.0,-0.16698860116146064,,-0.613168006372206,-0.77
136394090.0,Female,68.0,6,White,None,4.0,2.0,0.0,,,0.3005755333028579,-1.22
136394130.0,Male,64.0,5,White,None,6.0,2.0,1.0,0.4119894950299098,1.705613618251633,-0.613168006372206,1.14
136394210.0,Male,49.0,4,White,ALevel,5.0,3.0,0.0,-0.486424792163596,-0.8793046708002716,-0.35935035646246616,-1.22
136394230.0,Male,47.0,4,White,ALevel,3.0,2.0,0.0,-0.7559490783216478,-0.5447858333935546,-0.35935035646246616,-0.24
136394290.0,Female,72.0,6,White,None,2.0,2.0,0.0,-0.4664600302259626,0.8237003196339243,0.7980581271259483,-0.56
136395010.0,Female,59.0,5,White,University,1.0,5.0,0.0,-0.47644241119477926,-0.7171137193303482,-1.3340101321158677,0.7
136395090.0,Female,89.0,7,White,None,6.0,3.0,0.0,,,-0.35935035646246616,
136395130.0,Male,25.0,2,White,None,2.0,5.0,0.0,1.0109323531589138,,,-1.22
136395170.0,Male,64.0,5,White,ALevel,5.0,5.0,0.0,-1.304980031606568,,-0.35935035646246616,-1.22
136395210.0,Male,54.0,4,White,Other,3.0,4.0,0.0,-0.16698860116146064,,-0.15629623653467414,-1.22
136395250.0,Male,74.0,6,White,ALevel,1.0,5.0,0.0,-0.7559490783216478,-1.0009478844027142,0.7676000091367796,-0.78
136396010.0,Female,31.0,2,White,GCSE,1.0,5.0,0.0,0.3620775901858261,1.1582191570406415,0.08736870737867626,0.31
136396090.0,Male,54.0,4,White,None,5.0,2.0,0.0,,-1.2442343116075991,-0.613168006372206,-0.5
136396130.0,Male,82.0,7,White,University,1.0,5.0,0.0,0.4119894950299098,0.15466264482049027,0.2599647093172995,
136396170.0,Female,52.0,4,White,GCSE,1.0,4.0,0.0,-0.1969357440679108,,-0.14614353053828452,
136396250.0,Male,53.0,4,White,University,4.0,5.0,0.0,-0.1570062201926439,-0.6664290469959971,-0.5827098883830374,-0.49
136396290.0,Female,63.0,5,White,ALevel,5.0,5.0,0.0,,,,-0.52
136397050.0,Female,18.0,1,White,ALevel,1.0,5.0,0.0,,0.33712746522415415,0.5746985952053771,1.27
136397090.0,Male,81.0,7,White,ALevel,1.0,4.0,0.0,,,-0.11568541254911573,-1.22
136397130.0,Female,74.0,6,White,None,3.0,4.0,0.0,,-0.2609516683211885,0.2904228273064683,-1.0
136397250.0,Male,45.0,4,White,University,1.0,4.0,0.0,1.8694171164771525,,1.2447771909670908,-0.94
136397290.0,Male,65.0,6,White,University,1.0,5.0,0.0,-0.4564776492571459,,0.3411863572884163,-0.27
136397330.0,Female,39.0,3,Asian or Asian British,None,6.0,5.0,0.0,,,,-1.22
136398010.0,Male,34.0,2,White,University,5.0,1.0,1.0,-0.47644241119477926,0.7527417783658329,1.062028483032078,0.71
136398050.0,Male,32.0,2,White,Other,1.0,2.0,0.0,-0.7559490783216478,1.1886299604412522,0.605156713194546,0.25
136398090.0,Female,28.0,2,White,None,5.0,3.0,0.0,,,-0.11568541254911573,3.14
136398130.0,Male,65.0,6,White,ALevel,1.0,5.0,0.0,1.2804566393169654,,-0.14614353053828452,1.43
136398170.0,Female,26.0,2,Mixed,ALevel,1.0,5.0,0.0,-0.7759138402592812,-0.8793046708002716,-0.35935035646246616,-1.22
136398210.0,Male,66.0,6,White,ALevel,3.0,2.0,0.0,1.040879496065364,,0.09752141337506587,-0.77
136398250.0,Male,28.0,2,White,University,4.0,3.0,0.0,-0.4365128873195124,-1.5787531490143163,-0.613168006372206,-0.74
136398290.0,Female,32.0,2,White,University,1.0,3.0,0.0,,-0.5143750299929439,-0.35935035646246616,1.08
136399010.0,Female,49.0,4,White,GCSE,4.0,5.0,0.0,0.0925533040277744,,1.031570365042909,1.54
136399170.0,Male,34.0,2,White,ALevel,1.0,5.0,1.0,,-0.33191020958927997,1.0518757770356884,0.31
136399330.0,Male,51.0,4,White,GCSE,5.0,5.0,0.0,2.1688885455416544,0.9656174021701074,2.7473776784327515,0.65
136400010.0,Male,18.0,1,White,ALevel,1.0,,0.0,-1.0554205073861498,-0.7272506537972183,-0.14614353053828452,0.97
136400050.0,Female,64.0,5,White,GCSE,4.0,,1.0,-0.17697098213027737,-1.477383804345614,-1.0801924822061277,0.96
136400170.0,Male,69.0,6,White,None,5.0,,0.0,1.5799280683814674,2.2124603415951434,0.6356148311837148,-0.05
136400330.0,Female,73.0,6,White,None,1.0,,0.0,-0.7559490783216478,,-0.8162221262999981,0.25
136401010.0,Male,58.0,5,White,ALevel,5.0,,0.0,-0.486424792163596,0.19521038268797114,0.2396592973245203,-0.26
136401090.0,Female,49.0,4,White,University,5.0,,0.0,-1.0454381264173331,0.08370410355239877,0.8082108331223379,-0.21
136401130.0,Male,61.0,5,White,Other,2.0,,0.0,0.6914961621567782,,-0.35935035646246616,-1.22
136401210.0,Male,63.0,5,White,ALevel,2.0,,0.0,-1.3249447935442016,0.5094553511609478,-1.7807291959570102,-1.22
136401250.0,Male,53.0,4,White,University,1.0,,0.0,-0.8457905070409983,,3.4073035681980754,-1.22
136401330.0,Female,45.0,4,White,ALevel,3.0,,0.0,,-0.8691677363334014,0.3107282392992475,-1.22
136402010.0,Female,40.0,3,White,University,1.0,,0.0,-1.0554205073861498,-0.8793046708002716,-0.35935035646246616,-0.7
136402170.0,Female,26.0,2,White,ALevel,1.0,,0.0,-0.7659314592904646,,-0.35935035646246616,-0.49
136402210.0,Male,85.0,7,White,None,2.0,,0.0,0.7114609240944116,-0.990810949935844,,-0.95
136402290.0,Female,86.0,7,White,None,5.0,,0.0,-0.47644241119477926,,-0.866985656281946,-0.54
136403090.0,Female,87.0,7,White,Other,1.0,,0.0,,,,-0.75
136403130.0,Male,81.0,7,White,None,5.0,,0.0,,,,-1.22
136403170.0,Female,71.0,6,White,None,6.0,,0.0,0.6815137811879615,0.9554804677032371,0.5543931832125979,-0.51
136403210.0,Male,62.0,5,White,University,4.0,,0.0,,,0.32088094529563704,0.24
136403250.0,Male,76.0,7,White,ALevel,4.0,,0.0,-0.4464952682883291,,-0.613168006372206,-0.71
136404010.0,Female,51.0,4,White,GCSE,2.0,,0.0,-0.7759138402592812,-0.08862378238439488,-0.35935035646246616,-0.73
136404050.0,Male,48.0,4,White,University,1.0,,0.0,-0.4564776492571459,-0.29136247172179913,-1.1208033061916862,-0.73
136404090.0,Female,17.0,1,White,GCSE,5.0,,0.0,0.11251806596540785,-0.08862378238439488,0.5137823592270396,1.5
136404130.0,Male,48.0,4,White,None,5.0,,1.0,-0.47644241119477926,,-0.35935035646246616,0.0
136404170.0,Female,72.0,6,White,None,5.0,,0.0,-0.7659314592904646,-0.6258813091285162,0.5239350652234291,-0.02
136404210.0,Female,45.0,4,White,ALevel,5.0,,0.0,-1.0654028883549664,0.2661689239560627,-1.0395816582205692,0.24
136404290.0,Male,56.0,5,White,None,3.0,,0.0,-0.16698860116146064,0.27630585842293287,1.9656193167107523,-0.3
136404330.0,Female,39.0,3,White,University,1.0,,0.0,-1.3449095554818349,,-0.35935035646246616,-1.22
136405050.0,Male,32.0,2,White,University,5.0,,0.0,0.11251806596540785,,-0.14614353053828452,1.08
136405090.0,Male,61.0,5,White,ALevel,1.0,,0.0,0.4219718759987265,1.6143812080498012,-0.39996118044802453,-0.02
136405210.0,Male,41.0,3,White,ALevel,2.0,,0.0,,,-0.11568541254911573,0.45
136405290.0,Female,39.0,3,White,ALevel,5.0,,0.0,-1.0254733644796996,-0.4231426197911119,-0.10553270655272615,1.55
136406010.0,Female,53.0,4,Asian or Asian British,None,8.0,,0.0,,,,
136406050.0,Male,56.0,5,White,ALevel,5.0,,0.0,-0.7559490783216478,,-0.613168006372206,
136406210.0,Female,34.0,2,White,University,1.0,,0.0,-0.4664600302259626,,,0.02
136406250.0,Female,37.0,3,White,Other,4.0,,0.0,1.000949972190097,2.4760206377337695,,2.54
136406290.0,Female,36.0,3,White,GCSE,1.0,,1.0,1.5899104493502842,1.6447920114504118,,-0.44
136407010.0,Female,26.0,2,White,None,5.0,,1.0,-1.6244162226087036,-1.5077946077462248,-1.3238574261194782,1.71
136407050.0,Female,40.0,3,White,University,1.0,,0.0,,,-0.14614353053828452,2.25
136407090.0,Female,45.0,4,White,GCSE,5.0,,1.0,-2.233341461706524,,-1.7807291959570102,1.73
136407170.0,Male,69.0,6,White,University,3.0,,0.0,0.4119894950299098,0.7020571060314817,0.5848513012017668,1.0
136407210.0,Female,53.0,4,White,None,6.0,,0.0,-3.10180860599358,,-1.7807291959570102,-0.26
136407250.0,Female,34.0,2,White,GCSE,1.0,,1.0,,-0.17985619258622682,0.09752141337506587,-0.67
136407290.0,Male,25.0,2,White,GCSE,3.0,,0.0,0.1324828279030413,-0.6968398503966078,-0.613168006372206,1.02
136407330.0,Female,64.0,5,White,University,5.0,,0.0,-1.0554205073861498,-1.8828611830204227,-1.7807291959570102,-1.0
136408010.0,Male,25.0,2,White,University,7.0,,1.0,0.7314256860320452,-0.5143750299929439,-0.15629623653467414,0.49
136408050.0,Female,39.0,3,White,University,1.0,,0.0,-0.20691812503672757,-0.6968398503966078,0.09752141337506587,-0.95
136408090.0,Male,38.0,3,White,University,3.0,,0.0,0.4219718759987265,,,0.23
136408170.0,Male,34.0,2,Asian or Asian British,University,4.0,,0.0,-1.0654028883549664,-1.041495622270195,-0.5624044763902581,1.01
136408210.0,Female,30.0,2,White,University,1.0,,1.0,-0.7759138402592812,-0.9705370810021035,0.5137823592270396,1.51
136408330.0,Male,58.0,5,White,University,1.0,,0.0,-0.1869533630990941,0.5905508268959094,-0.11568541254911573,-0.73
136409010.0,Female,55.0,5,White,University,5.0,,0.0,0.9710028292836468,1.5839704046491907,1.7118016668010123,1.77
136409050.0,Female,50.0,4,White,GCSE,1.0,,0.0,-0.17697098213027737,-0.10889765131813531,0.05691058938950747,0.74
136409090.0,Female,32.0,2,White,ALevel,5.0,,0.0,,,1.569663782851558,0.69
136409130.0,Female,64.0,5,White,None,1.0,,1.0,,,0.09752141337506587,-0.48
136409210.0,Female,48.0,4,White,University,1.0,,1.0,0.9909675912212802,1.3102731740436948,2.9707372103533225,2.44
136409250.0,Female,82.0,7,White,None,2.0,,0.0,-0.1570062201926439,,-0.21721247251301173,-0.04
136409290.0,Male,85.0,7,White,None,5.0,,1.0,,,,1.14
136409330.0,Male,69.0,6,White,None,2.0,,0.0,-1.3548919364506518,-0.3623210129898906,-0.35935035646246616,1.39
136410010.0,Female,70.0,6,White,GCSE,2.0,5.0,0.0,1.0109323531589138,-1.1834127048063778,-0.613168006372206,0.8
136410090.0,Female,66.0,6,White,None,3.0,4.0,0.0,1.5499809254750172,1.137945288106901,1.2549298969634803,0.96
136410210.0,Male,43.0,3,Mixed,GCSE,3.0,1.0,0.0,-1.0753852693237833,-0.6562921125291269,0.8183635391187275,1.28
136410250.0,Female,45.0,4,Black or Black British,University,1.0,2.0,0.0,-0.4464952682883291,0.15466264482049027,0.9808068350609611,0.43
136410290.0,Female,43.0,3,White,University,1.0,4.0,0.0,,,-0.14614353053828452,1.0
136411010.0,Male,39.0,3,Asian or Asian British,None,5.0,3.0,0.0,,,0.5137823592270396,0.23
136411050.0,Male,53.0,4,White,GCSE,3.0,3.0,0.0,0.1225004469342246,,0.5950040071981564,1.32
136411130.0,Male,41.0,3,Asian or Asian British,University,1.0,4.0,0.0,-0.7359843163840144,0.18507344822110092,0.09752141337506587,-0.67
136411170.0,Female,74.0,6,White,None,1.0,5.0,0.0,,1.279862370643084,0.08736870737867626,
136411250.0,Female,42.0,3,Black or Black British,University,1.0,1.0,0.0,,,-0.11568541254911573,0.21
136411290.0,Male,41.0,3,White,University,3.0,2.0,0.0,,1.5130118633810992,-0.11568541254911573,-0.04
136412010.0,Male,39.0,3,White,University,1.0,5.0,0.0,-0.47644241119477926,,0.7676000091367796,-1.22
136412050.0,Female,33.0,2,Asian or Asian British,ALevel,2.0,1.0,0.0,,,-1.0801924822061277,
136412090.0,Male,53.0,4,Asian or Asian British,University,1.0,3.0,0.0,-1.6443809845463369,-1.1428649669388973,-0.35935035646246616,0.23
136412130.0,Female,47.0,4,White,GCSE,1.0,2.0,0.0,-0.22688288697436101,-1.6395747558155376,-1.7807291959570102,-0.75
136412250.0,Female,36.0,3,Asian or Asian British,University,6.0,5.0,0.0,,,,-0.29
136412290.0,Female,81.0,7,White,None,3.0,3.0,0.0,-0.4165481253818789,0.07356716908552856,-1.2933993081303092,-0.44
136413050.0,Male,26.0,2,Asian or Asian British,University,1.0,2.0,1.0,-0.4464952682883291,-0.33191020958927997,0.3716444752775851,-1.22
136413170.0,Female,26.0,2,White,University,3.0,2.0,0.0,,,0.41225529926314347,1.64
136413210.0,Male,30.0,2,Black or Black British,GCSE,5.0,2.0,0.0,0.10253568499659113,,1.9859247287035315,0.12
136413250.0,Female,63.0,5,Asian or Asian British,None,6.0,2.0,0.0,,,-0.866985656281946,-0.77
136414010.0,Female,35.0,3,White,University,1.0,4.0,0.0,0.1324828279030413,0.27630585842293287,-0.14614353053828452,1.25
136414130.0,Male,38.0,3,White,University,1.0,5.0,1.0,,,0.09752141337506587,1.25
136414170.0,Male,62.0,5,White,University,1.0,4.0,0.0,2.1688885455416544,2.2530080794626244,-0.15629623653467414,-0.95
136414210.0,Female,57.0,5,White,University,5.0,5.0,0.0,1.300421401254599,,0.8082108331223379,-0.02
136414290.0,Male,20.0,1,White,University,1.0,5.0,1.0,-0.1470238392238272,,0.13813223736062427,0.04
136415010.0,Male,58.0,5,White,None,3.0,4.0,0.0,,,0.3005755333028579,-1.22
136415050.0,Male,73.0,6,White,None,3.0,1.0,0.0,0.402007114061093,-0.5346488989266843,-0.8771383622783356,-0.78
136415090.0,Male,48.0,4,Mixed,University,3.0,3.0,0.0,1.889381878414786,0.519592285627818,0.5036296532306499,-0.48
136415130.0,Male,28.0,2,Asian or Asian British,University,1.0,4.0,0.0,,,-1.0700397762097382,-0.53
136415170.0,Female,52.0,4,Chinese or other,Other,5.0,2.0,1.0,,,-0.11568541254911573,0.0
136415290.0,Female,32.0,2,White,None,3.0,5.0,0.0,,,0.09752141337506587,-1.0
136416010.0,Male,27.0,2,White,University,1.0,3.0,0.0,-1.3449095554818349,-0.5447858333935546,-0.35935035646246616,-0.32
136416090.0,Female,78.0,7,White,None,2.0,2.0,0.0,,,0.32088094529563704,-0.48
136416130.0,Female,38.0,3,White,None,6.0,2.0,0.0,,,-1.0700397762097382,-0.79
136416170.0,Female,,2,White,Other,2.0,2.0,0.0,-0.7559490783216478,-0.5447858333935546,-0.35935035646246616,0.53
136416210.0,Female,48.0,4,White,GCSE,2.0,2.0,0.0,,,-0.35935035646246616,
136416250.0,Female,25.0,2,Black or Black British,University,4.0,1.0,0.0,,,,0.12
136416290.0,Female,37.0,3,Black or Black British,None,6.0,1.0,0.0,-1.3449095554818349,,-0.35935035646246616,0.23
136417050.0,Male,38.0,3,Black or Black British,University,8.0,1.0,0.0,-0.7359843163840144,,-0.14614353053828452,-0.05
136417090.0,Female,37.0,3,Asian or Asian British,GCSE,5.0,1.0,0.0,,-1.132728032472027,-1.2832466021339197,-0.26
136417130.0,Female,32.0,2,Black or Black British,University,1.0,1.0,0.0,0.9610204483148299,0.4486337443597265,1.77271790277935,1.23
136417170.0,Male,19.0,1,Black or Black British,University,7.0,1.0,1.0,-1.6244162226087036,-1.0617694912039355,-0.35935035646246616,-0.52
136417210.0,Male,28.0,2,Black or Black British,University,1.0,1.0,0.0,0.3820423521234596,1.0467128779050692,1.5493583708587788,0.43
136417250.0,Male,44.0,3,White,University,1.0,2.0,0.0,-0.1570062201926439,-0.20013006151996723,0.5950040071981564,0.23
136417290.0,Female,65.0,6,White,None,5.0,1.0,0.0,-0.4464952682883291,1.5231487978479692,0.3107282392992475,2.63
136418010.0,Male,29.0,2,Black or Black British,University,8.0,1.0,0.0,0.6715314002191448,0.053293300151788126,1.5290529588659996,-0.46
136418250.0,Female,36.0,3,Asian or Asian British,Other,6.0,2.0,0.0,,-0.5447858333935546,-0.35935035646246616,-0.94
136419010.0,Female,72.0,6,Asian or Asian British,Other,5.0,3.0,0.0,,,-0.15629623653467414,
136419050.0,Female,32.0,2,Asian or Asian British,Other,3.0,3.0,0.0,,,-1.5776750760292182,-0.07
136419090.0,Male,48.0,4,Chinese or other,GCSE,4.0,4.0,0.0,,,0.10767411937145548,
136419130.0,Male,59.0,5,White,None,3.0,4.0,0.0,-2.5228305098022092,,-1.7807291959570102,-1.22
136419170.0,Female,28.0,2,Asian or Asian British,University,1.0,2.0,0.0,,-0.3623210129898906,0.8285162451151171,2.23
136419210.0,Female,70.0,6,Chinese or other,GCSE,5.0,4.0,0.0,1.889381878414786,0.6716463026308712,2.4631019105338425,
136419250.0,Male,58.0,5,White,None,2.0,3.0,0.0,2.1688885455416544,1.2190407638418628,2.7270722664399725,0.97
136419290.0,Female,34.0,2,Black or Black British,GCSE,6.0,1.0,0.0,0.6815137811879615,1.0973975502394204,0.5543931832125979,0.51
136420010.0,Female,71.0,6,White,None,4.0,4.0,0.0,0.10253568499659113,0.9250696643026266,-0.8162221262999981,0.07
136420050.0,Male,24.0,1,White,University,1.0,3.0,0.0,-0.7559490783216478,-0.8488938673996609,-1.5675223700328285,0.52
136420090.0,Male,81.0,7,White,GCSE,2.0,3.0,0.0,0.1324828279030413,-0.17985619258622682,-0.35935035646246616,0.31
136420170.0,Male,64.0,5,White,ALevel,3.0,1.0,0.0,-0.4165481253818789,,-0.613168006372206,
136420210.0,Male,23.0,1,White,University,2.0,2.0,0.0,-1.0554205073861498,-0.8793046708002716,-0.11568541254911573,-0.24
136420290.0,Female,33.0,2,Black or Black British,ALevel,2.0,3.0,0.0,,,,-1.0
136421050.0,Male,57.0,5,White,University,1.0,2.0,0.0,0.4219718759987265,,0.605156713194546,-0.24
136421090.0,Male,26.0,2,White,University,1.0,2.0,0.0,1.0209147341277305,0.022882496751177483,-1.1208033061916862,0.0
136421170.0,Female,42.0,3,Mixed,University,1.0,3.0,0.0,-0.4664600302259626,0.3067166618235435,-0.8568329502855566,0.24
