YYYY,Month,MM,DD,Tmax,Tmin,Tmean,Trange,Rainfall_mm
1863,Jan,1,25,9.9,5.3,7.6,4.6,0.3
1863,Jan,1,26,11,7,9,4,0.3
1863,Jan,1,27,7.2,-0.7,3.3,7.9,0
1863,Jan,1,28,10.6,2,6.3,8.6,0
1863,Jan,1,29,11.8,7,9.4,4.8,0
1863,Jan,1,30,11.1,6.4,8.8,4.7,2.7
1863,Jan,1,31,8.3,1.2,4.8,7.1,1.8
1863,Feb,2,1,8.9,4.3,6.6,4.6,1.3
1863,Feb,2,2,10.2,7,8.6,3.2,1
1863,Feb,2,3,8.8,0.5,4.7,8.3,0
1863,Feb,2,4,9.8,5.9,7.9,3.9,0.3
1863,Feb,2,5,10,7.8,8.9,2.2,0
1863,Feb,2,6,10.4,8.1,9.3,2.3,0
1863,Feb,2,7,11.3,6.5,8.9,4.8,0.5
1863,Feb,2,8,8.2,-1.1,3.6,9.3,0
1863,Feb,2,9,7.7,2.1,4.9,5.6,0
1863,Feb,2,10,9,5.7,7.4,3.3,0
1863,Feb,2,11,9.3,3.8,6.6,5.5,0
1863,Feb,2,12,8.7,-2.9,2.9,11.6,0
1863,Feb,2,13,8.2,-1.5,3.4,9.7,0
1863,Feb,2,14,6.6,-2.9,1.9,9.5,0
1863,Feb,2,15,8.8,-3.5,2.7,12.3,0
1863,Feb,2,16,7.2,-5.2,1,12.4,0
1863,Feb,2,17,8.8,-3.8,2.5,12.6,0
1863,Feb,2,18,7.8,1.1,4.5,6.7,10.2
1863,Feb,2,19,8.7,5.4,7.1,3.3,1.3
1863,Feb,2,20,6.6,2.2,4.4,4.4,0.3
1863,Feb,2,21,10.4,3.2,6.8,7.2,0.5
1863,Feb,2,22,8.6,3.5,6.1,5.1,0
1863,Feb,2,23,9.6,6.9,8.3,2.7,0.5
1863,Feb,2,24,8.8,5.9,7.4,2.9,0
1863,Feb,2,25,10.4,6.4,8.4,4,0
1863,Feb,2,26,10.1,6.8,8.5,3.3,0
1863,Feb,2,27,11.8,0.4,6.1,11.4,0
1863,Feb,2,28,11,3.4,7.2,7.6,1
1863,Mar,3,1,12.1,5,8.6,7.1,0
1863,Mar,3,2,13.3,5.4,9.4,7.9,0
1863,Mar,3,3,15.4,2.6,9,12.8,0
1863,Mar,3,4,15,-0.2,7.4,15.2,0
1863,Mar,3,5,14.3,6.8,10.6,7.5,0
1863,Mar,3,6,11.3,2.9,7.1,8.4,1
1863,Mar,3,7,9.9,0.4,5.2,9.5,6.5
1863,Mar,3,8,7.2,-1.8,2.7,9,0
1863,Mar,3,9,6.6,-3.5,1.6,10.1,0
1863,Mar,3,10,7.7,-1.2,3.3,8.9,0
1863,Mar,3,11,4.3,-2.4,1,6.7,0
1863,Mar,3,12,5.4,0,2.7,5.4,4
1863,Mar,3,13,9.6,-2.4,3.6,12,0
1863,Mar,3,14,8.9,1.4,5.2,7.5,2.9
1863,Mar,3,15,7.1,1.5,4.3,5.6,1.3
1863,Mar,3,16,7.2,0,3.6,7.2,0
1863,Mar,3,17,7.2,-4.4,1.4,11.6,0
1863,Mar,3,18,7.6,1.4,4.5,6.2,0.5
1863,Mar,3,19,10.1,2.7,6.4,7.4,0.8
1863,Mar,3,20,13.4,6.3,9.9,7.1,0
1863,Mar,3,21,11,-1.4,4.8,12.4,0
1863,Mar,3,22,11.9,5.7,8.8,6.2,0
1863,Mar,3,23,13.5,2.3,7.9,11.2,0
1863,Mar,3,24,14.4,1.3,7.9,13.1,0
1863,Mar,3,25,15.1,4.4,9.8,10.7,0
1863,Mar,3,26,14.3,0.4,7.4,13.9,0
1863,Mar,3,27,12.1,6.2,9.2,5.9,0
1863,Mar,3,28,12.1,8.8,10.5,3.3,0
1863,Mar,3,29,13.2,8.2,10.7,5,0
1863,Mar,3,30,12.5,5.1,8.8,7.4,0
1863,Mar,3,31,9.9,-2.5,3.7,12.4,0
1863,Apr,4,1,11.7,-1.3,5.2,13,0
1863,Apr,4,2,12.9,0.9,6.9,12,0
1863,Apr,4,3,16.8,6.1,11.5,10.7,0.3
1863,Apr,4,4,12.6,4.2,8.4,8.4,0
1863,Apr,4,5,13.2,9.2,11.2,4,0
1863,Apr,4,6,11.5,4.1,7.8,7.4,10.7
1863,Apr,4,7,10.9,2,6.5,8.9,3.7
1863,Apr,4,8,12.1,8.9,10.5,3.2,4.7
1863,Apr,4,9,14.3,9.4,11.9,4.9,2.5
1863,Apr,4,10,15.7,7.2,11.5,8.5,4.7
1863,Apr,4,11,11.8,5.4,8.6,6.4,0
1863,Apr,4,12,15.7,4.4,10.1,11.3,0.5
1863,Apr,4,13,14.8,4.1,9.5,10.7,0
1863,Apr,4,14,12.6,3.4,8,9.2,6.2
1863,Apr,4,15,15.3,2.3,8.8,13,0
1863,Apr,4,16,17.1,4,10.6,13.1,0
1863,Apr,4,17,16.5,7.4,12,9.1,0
1863,Apr,4,18,14.3,5.3,9.8,9,0
1863,Apr,4,19,17.1,6.4,11.8,10.7,0
1863,Apr,4,20,16.5,4.3,10.4,12.2,0
1863,Apr,4,21,14.8,9.8,12.3,5,0.5
1863,Apr,4,22,14.8,3.6,9.2,11.2,0
1863,Apr,4,23,13.7,1.4,7.6,12.3,0
1863,Apr,4,24,15.4,7.1,11.3,8.3,0
1863,Apr,4,25,16.5,4.1,10.3,12.4,0
1863,Apr,4,26,18.2,4.7,11.5,13.5,0
1863,Apr,4,27,15.9,6.5,11.2,9.4,0
1863,Apr,4,28,12.5,4.6,8.6,7.9,0.3
1863,Apr,4,29,10.4,2.2,6.3,8.2,0.3
1863,Apr,4,30,10.1,-1.8,4.2,11.9,0.5
1863,May,5,1,13.6,1.8,7.7,11.8,0
1863,May,5,2,15.4,4.7,10.1,10.7,0
1863,May,5,3,19.2,10.2,14.7,9,0
1863,May,5,4,19.7,8.5,14.1,11.2,0
1863,May,5,5,16.9,2.5,9.7,14.4,0
1863,May,5,6,17.5,7.7,12.6,9.8,0
1863,May,5,7,17.5,1.8,9.7,15.7,0
1863,May,5,8,17.5,2.5,10,15,0
1863,May,5,9,19.5,6.3,12.9,13.2,0
1863,May,5,10,14,1.8,7.9,12.2,0
1863,May,5,11,14.7,9.4,12.1,5.3,1
1863,May,5,12,15.8,8.6,12.2,7.2,6
1863,May,5,13,16,8.8,12.4,7.2,1.5
1863,May,5,14,16.4,10.2,13.3,6.2,2.7
1863,May,5,15,16.4,7.5,12,8.9,4
1863,May,5,16,16.7,8,12.4,8.7,1.3
1863,May,5,17,16.4,3.6,10,12.8,0
1863,May,5,18,16.7,5.3,11,11.4,3.5
1863,May,5,19,9.4,5.3,7.4,4.1,2
1863,May,5,20,12.8,7.9,10.4,4.9,0.8
1863,May,5,21,12.6,3,7.8,9.6,0
1863,May,5,22,12.5,0.5,6.5,12,0
1863,May,5,23,13.9,1.1,7.5,12.8,0
1863,May,5,24,15.4,4.1,9.8,11.3,0
1863,May,5,25,14.1,2.2,8.2,11.9,0
1863,May,5,26,15.8,3.3,9.6,12.5,0
1863,May,5,27,19.2,6.3,12.8,12.9,0
1863,May,5,28,21.9,10.4,16.2,11.5,0
1863,May,5,29,23.6,11.5,17.6,12.1,0
1863,May,5,30,20.8,12.9,16.9,7.9,0
1863,May,5,31,15.6,8.8,12.2,6.8,0
1863,Jun,6,1,18,4.5,11.3,13.5,0
1863,Jun,6,2,23.1,8,15.6,15.1,0
1863,Jun,6,3,24,9.3,16.7,14.7,0
1863,Jun,6,4,18.9,8.7,13.8,10.2,0
1863,Jun,6,5,15,11.6,13.3,3.4,14.4
1863,Jun,6,6,17.9,9.9,13.9,8,1
1863,Jun,6,7,17.2,8.7,13,8.5,0.8
1863,Jun,6,8,16.3,7.2,11.8,9.1,4.7
1863,Jun,6,9,17.4,10.3,13.9,7.1,5.7
1863,Jun,6,10,18.8,9.8,14.3,9,15.2
1863,Jun,6,11,17.2,8.6,12.9,8.6,10.5
1863,Jun,6,12,17.2,8.3,12.8,8.9,2.3
1863,Jun,6,13,18.2,7.2,12.7,11,2.9
1863,Jun,6,14,20,12.4,16.2,7.6,0
1863,Jun,6,15,19,10.3,14.7,8.7,0
1863,Jun,6,16,17.8,11.3,14.6,6.5,3.7
1863,Jun,6,17,20.8,9.6,15.2,11.2,0
1863,Jun,6,18,20.2,11.6,15.9,8.6,13.2
1863,Jun,6,19,16.8,10.1,13.5,6.7,8.4
1863,Jun,6,20,19.6,14.7,17.2,4.9,0
1863,Jun,6,21,21.7,13.7,17.7,8,0
1863,Jun,6,22,20,10.2,15.1,9.8,0
1863,Jun,6,23,21.7,9.9,15.8,11.8,0
1863,Jun,6,24,21.7,12.5,17.1,9.2,0
1863,Jun,6,25,21.7,8.7,15.2,13,0
1863,Jun,6,26,20,11.4,15.7,8.6,1.5
1863,Jun,6,27,19.4,9.1,14.3,10.3,0
1863,Jun,6,28,18.9,5.4,12.2,13.5,0.3
1863,Jun,6,29,20.7,8,14.4,12.7,0.3
1863,Jun,6,30,20,6.3,13.2,13.7,0
1863,Jul,7,1,22.8,11.4,17.1,11.4,0
1863,Jul,7,2,19.9,12.2,16.1,7.7,1
1863,Jul,7,3,22.3,8.6,15.5,13.7,0
1863,Jul,7,4,20.6,9.7,15.2,10.9,0
1863,Jul,7,5,22.8,10.6,16.7,12.2,0
1863,Jul,7,6,25.2,11.8,18.5,13.4,0
1863,Jul,7,7,24.3,11.3,17.8,13,0
1863,Jul,7,8,20.8,11.3,16.1,9.5,0
1863,Jul,7,9,24.4,11.6,18,12.8,0
1863,Jul,7,10,26.2,11.6,18.9,14.6,0
1863,Jul,7,11,26.7,12.4,19.6,14.3,0
1863,Jul,7,12,26,14.7,20.4,11.3,0
1863,Jul,7,13,21.1,8.1,14.6,13,0
1863,Jul,7,14,25.4,11.3,18.4,14.1,0
1863,Jul,7,15,26.7,11.3,19,15.4,0
1863,Jul,7,16,19.3,8.6,14,10.7,0
1863,Jul,7,17,20.6,6.4,13.5,14.2,0
1863,Jul,7,18,17,2.4,9.7,14.6,0
1863,Jul,7,19,19.6,5.2,12.4,14.4,0
1863,Jul,7,20,18.3,7,12.7,11.3,0
1863,Jul,7,21,16.3,13.4,14.9,2.9,11.7
1863,Jul,7,22,17.8,6.5,12.2,11.3,0
1863,Jul,7,23,19.6,6.1,12.9,13.5,0
1863,Jul,7,24,18.9,12.3,15.6,6.6,0
1863,Jul,7,25,18.9,6.9,12.9,12,4
1863,Jul,7,26,19.9,6.2,13.1,13.7,0
1863,Jul,7,27,23.9,9.1,16.5,14.8,0
1863,Jul,7,28,24.4,11.8,18.1,12.6,0
1863,Jul,7,29,22.7,10.4,16.6,12.3,0
1863,Jul,7,30,20.8,5.8,13.3,15,0
1863,Jul,7,31,21,9,15,12,0
1863,Aug,8,1,23.3,10.8,17.1,12.5,0.3
1863,Aug,8,2,24.5,13.6,19.1,10.9,0
1863,Aug,8,3,23.7,12.9,18.3,10.8,0
1863,Aug,8,4,21.2,10.1,15.7,11.1,17.4
1863,Aug,8,5,21.4,14.6,18,6.8,2.9
1863,Aug,8,6,22.3,15.7,19,6.6,0
1863,Aug,8,7,25.1,17.3,21.2,7.8,0
1863,Aug,8,8,23.5,14.9,19.2,8.6,0
1863,Aug,8,9,25.4,15.2,20.3,10.2,0
1863,Aug,8,10,23.9,13.9,18.9,10,0
1863,Aug,8,11,23.4,10.6,17,12.8,0
1863,Aug,8,12,21.1,9.6,15.4,11.5,0
1863,Aug,8,13,23.9,13,18.5,10.9,0
1863,Aug,8,14,24.4,13.5,19,10.9,0
1863,Aug,8,15,24.9,14.1,19.5,10.8,0
1863,Aug,8,16,22.5,11.7,17.1,10.8,1.3
1863,Aug,8,17,19.7,10.7,15.2,9,3.7
1863,Aug,8,18,16.3,10.7,13.5,5.6,2.3
1863,Aug,8,19,18.1,9.7,13.9,8.4,0
1863,Aug,8,20,15.9,5.9,10.9,10,0
1863,Aug,8,21,18.4,11.3,14.9,7.1,1.5
1863,Aug,8,22,21.4,15.3,18.4,6.1,0.3
1863,Aug,8,23,21.3,13.3,17.3,8,1.3
1863,Aug,8,24,20.6,8.5,14.6,12.1,2.7
1863,Aug,8,25,17.9,9.1,13.5,8.8,5.7
1863,Aug,8,26,17.8,12.3,15.1,5.5,13.9
1863,Aug,8,27,18.8,8.4,13.6,10.4,1.3
1863,Aug,8,28,20.1,12.4,16.3,7.7,2
1863,Aug,8,29,18,10.2,14.1,7.8,2.5
1863,Aug,8,30,20.1,11.9,16,8.2,6.8
1863,Aug,8,31,16.9,6.2,11.6,10.7,0
1863,Sep,9,1,16.7,11.3,14,5.4,0
1863,Sep,9,2,17.3,11.3,14.3,6,0
1863,Sep,9,3,18.3,8.3,13.3,10,0.8
1863,Sep,9,4,17.9,5.8,11.9,12.1,16.7
1863,Sep,9,5,15.8,6.9,11.4,8.9,10.2
1863,Sep,9,6,16.3,11.3,13.8,5,8.4
1863,Sep,9,7,16.2,8.7,12.5,7.5,0
1863,Sep,9,8,16.3,10.8,13.6,5.5,2.7
1863,Sep,9,9,17.9,9.2,13.6,8.7,2.5
1863,Sep,9,10,15.7,6.1,10.9,9.6,0.3
1863,Sep,9,11,15.8,6.9,11.4,8.9,0.3
1863,Sep,9,12,15.9,10.2,13.1,5.7,0
1863,Sep,9,13,18.6,6.2,12.4,12.4,0
1863,Sep,9,14,15.8,10.8,13.3,5,0
1863,Sep,9,15,15.2,11.3,13.3,3.9,0
1863,Sep,9,16,15,5.3,10.2,9.7,0
1863,Sep,9,17,16.3,7.5,11.9,8.8,0
1863,Sep,9,18,18,10.9,14.5,7.1,0
1863,Sep,9,19,19.1,9.5,14.3,9.6,8.2
1863,Sep,9,20,14.3,7.7,11,6.6,0
1863,Sep,9,21,13.4,7.7,10.6,5.7,1.8
1863,Sep,9,22,14.4,5,9.7,9.4,0.8
1863,Sep,9,23,13.6,4.1,8.9,9.5,0.3
1863,Sep,9,24,14.7,4.4,9.6,10.3,3.2
1863,Sep,9,25,15,4.8,9.9,10.2,0.3
1863,Sep,9,26,13.9,2.5,8.2,11.4,0
1863,Sep,9,27,14.1,9.1,11.6,5,6
1863,Sep,9,28,13.1,2.7,7.9,10.4,0
1863,Sep,9,29,14.3,1.3,7.8,13,0.3
1863,Sep,9,30,15.1,10.2,12.7,4.9,6.2
1863,Oct,10,1,15,9.2,12.1,5.8,0.8
1863,Oct,10,2,16.6,10.7,13.7,5.9,0.3
1863,Oct,10,3,17.4,15.1,16.3,2.3,0.3
1863,Oct,10,4,17.6,2,9.8,15.6,0.5
1863,Oct,10,5,12.6,1.3,7,11.3,0
1863,Oct,10,6,12.7,2,7.4,10.7,1.8
1863,Oct,10,7,15.9,12,14,3.9,17.2
1863,Oct,10,8,17.8,10.6,14.2,7.2,2.7
1863,Oct,10,9,14.5,7.9,11.2,6.6,2.7
1863,Oct,10,10,16.4,10.7,13.6,5.7,2.9
1863,Oct,10,11,14.8,8.8,11.8,6,0
1863,Oct,10,12,14.8,10.3,12.6,4.5,2.7
1863,Oct,10,13,14.5,9.2,11.9,5.3,11.5
1863,Oct,10,14,14.8,9.1,12,5.7,4
1863,Oct,10,15,15.7,9.2,12.5,6.5,1.5
1863,Oct,10,16,14.4,10.1,12.3,4.3,1.3
1863,Oct,10,17,14.7,6.9,10.8,7.8,0
1863,Oct,10,18,15.7,12.9,14.3,2.8,0
1863,Oct,10,19,17,12.1,14.6,4.9,0
1863,Oct,10,20,14.2,9.9,12.1,4.3,0
1863,Oct,10,21,15.6,11.4,13.5,4.2,0
1863,Oct,10,22,16.2,4.8,10.5,11.4,0
1863,Oct,10,23,12.6,-0.6,6,13.2,0
1863,Oct,10,24,11.7,4.2,8,7.5,0
1863,Oct,10,25,11.6,0.1,5.9,11.5,0
1863,Oct,10,26,9.8,-0.2,4.8,10,0
1863,Oct,10,27,9.8,1.2,5.5,8.6,0
1863,Oct,10,28,12,3.4,7.7,8.6,2.5
1863,Oct,10,29,12,5.2,8.6,6.8,2.5
1863,Oct,10,30,10.4,3.7,7.1,6.7,17
1863,Oct,10,31,9.2,3.1,6.2,6.1,2
1863,Nov,11,1,9.2,3.2,6.2,6,11
1863,Nov,11,2,8.9,3.7,6.3,5.2,2.3
1863,Nov,11,3,13.8,6.5,10.2,7.3,2
1863,Nov,11,4,13,11.9,12.5,1.1,7
1863,Nov,11,5,12.7,2.1,7.4,10.6,3.2
1863,Nov,11,6,8.9,2.4,5.7,6.5,1
1863,Nov,11,7,12.3,9.2,10.8,3.1,7
1863,Nov,11,8,11.1,4.3,7.7,6.8,3.7
1863,Nov,11,9,9.4,-1.8,3.8,11.2,2
1863,Nov,11,10,9.1,-0.2,4.5,9.3,0
1863,Nov,11,11,6.1,0.2,3.2,5.9,0
1863,Nov,11,12,6.8,-1.3,2.8,8.1,0
1863,Nov,11,13,9.9,4.3,7.1,5.6,0
1863,Nov,11,14,10.5,8.6,9.6,1.9,0
1863,Nov,11,15,11.1,5.3,8.2,5.8,0.8
1863,Nov,11,16,13.4,9.2,11.3,4.2,0
1863,Nov,11,17,12.4,8.2,10.3,4.2,0
1863,Nov,11,18,10.9,7.6,9.3,3.3,0
1863,Nov,11,19,9.9,3.1,6.5,6.8,0
1863,Nov,11,20,11.1,6.3,8.7,4.8,0
1863,Nov,11,21,12.9,4.8,8.9,8.1,6
1863,Nov,11,22,8,4,6,4,1.3
1863,Nov,11,23,11.1,7.9,9.5,3.2,2
1863,Nov,11,24,12.7,10.1,11.4,2.6,0.3
1863,Nov,11,25,13.9,9.5,11.7,4.4,0
1863,Nov,11,26,12.2,8.8,10.5,3.4,0
1863,Nov,11,27,9.3,6.8,8.1,2.5,0
1863,Nov,11,28,6.6,-2.7,2,9.3,0
1863,Nov,11,29,5.2,-1.8,1.7,7,0.5
1863,Nov,11,30,7.4,-2.3,2.6,9.7,0.3
1863,Dec,12,1,11.9,6.8,9.4,5.1,8.9
1863,Dec,12,2,11.6,3.2,7.4,8.4,9.5
1863,Dec,12,3,7.2,1.4,4.3,5.8,0.3
1863,Dec,12,4,9.9,4.2,7.1,5.7,0
1863,Dec,12,5,11.1,2.4,6.8,8.7,0.5
1863,Dec,12,6,9.9,4.3,7.1,5.6,0
1863,Dec,12,7,10.5,8.2,9.4,2.3,0
1863,Dec,12,8,9.9,6.7,8.3,3.2,2.3
1863,Dec,12,9,7.2,2.7,5,4.5,0
1863,Dec,12,10,9.3,6.2,7.8,3.1,0
1863,Dec,12,11,10.5,7.9,9.2,2.6,0
1863,Dec,12,12,12.2,4.8,8.5,7.4,0
1863,Dec,12,13,9.3,3.8,6.6,5.5,0
1863,Dec,12,14,10.1,3.8,7,6.3,0
1863,Dec,12,15,9.1,7.8,8.5,1.3,0
1863,Dec,12,16,9.1,2.3,5.7,6.8,0
1863,Dec,12,17,7.1,-0.7,3.2,7.8,0
1863,Dec,12,18,6.1,-0.1,3,6.2,0
1863,Dec,12,19,8.3,3.2,5.8,5.1,0
1863,Dec,12,20,6.4,2.2,4.3,4.2,1.8
1863,Dec,12,21,9.3,3.2,6.3,6.1,1
1863,Dec,12,22,5.8,-2.9,1.5,8.7,0
1863,Dec,12,23,10,5.4,7.7,4.6,0
1863,Dec,12,24,9.6,6.3,8,3.3,0
1863,Dec,12,25,10.4,6.1,8.3,4.3,0
1863,Dec,12,26,11.5,5.4,8.5,6.1,0
1863,Dec,12,27,5.5,-1.9,1.8,7.4,0
1863,Dec,12,28,9.8,1.2,5.5,8.6,0
1863,Dec,12,29,11.1,1.4,6.3,9.7,0
1863,Dec,12,30,7.2,-3.2,2,10.4,0
1863,Dec,12,31,4.6,-0.1,2.3,4.7,2.9
1864,Jan,1,1,1.3,-5.2,-2,6.5,0
1864,Jan,1,2,0.5,-6.3,-2.9,6.8,0
1864,Jan,1,3,-0.1,-7.3,-3.7,7.2,0
1864,Jan,1,4,-1.8,-5.7,-3.8,3.9,0
1864,Jan,1,5,-1.6,-10.4,-6,8.8,0
1864,Jan,1,6,-3.8,-10.7,-7.3,6.9,0
1864,Jan,1,7,-2,-6.6,-4.3,4.6,0
1864,Jan,1,8,0.2,-7.4,-3.6,7.6,0
1864,Jan,1,9,4.4,-0.7,1.9,5.1,1.3
1864,Jan,1,10,5.8,3.7,4.8,2.1,1
1864,Jan,1,11,7.2,4.3,5.8,2.9,0
1864,Jan,1,12,5.4,0.7,3.1,4.7,2.7
1864,Jan,1,13,2.9,1.6,2.3,1.3,1
1864,Jan,1,14,2.4,1.5,2,0.9,0.3
1864,Jan,1,15,4.4,2.1,3.3,2.3,0
1864,Jan,1,16,4.4,-0.1,2.2,4.5,2.5
1864,Jan,1,17,5.5,2.1,3.8,3.4,0.8
1864,Jan,1,18,6.8,2.2,4.5,4.6,0.8
1864,Jan,1,19,8.8,5.3,7.1,3.5,4.7
1864,Jan,1,20,9.4,4.8,7.1,4.6,2.9
1864,Jan,1,21,10.5,5.4,8,5.1,0.3
1864,Jan,1,22,12.1,7.9,10,4.2,0.8
1864,Jan,1,23,9.4,0.9,5.2,8.5,3.7
1864,Jan,1,24,7.2,2.2,4.7,5,0
1864,Jan,1,25,8.7,2.9,5.8,5.8,0
1864,Jan,1,26,8.8,4.3,6.6,4.5,1.8
1864,Jan,1,27,10.5,3.7,7.1,6.8,0
1864,Jan,1,28,8.8,2.3,5.6,6.5,0
1864,Jan,1,29,3.4,-3.1,0.2,6.5,0
1864,Jan,1,30,2.7,-1.3,0.7,4,0
1864,Jan,1,31,6.2,-0.3,3,6.5,0
1864,Feb,2,1,9.6,5.4,7.5,4.2,0
1864,Feb,2,2,10.4,8.2,9.3,2.2,0
1864,Feb,2,3,9.3,-0.7,4.3,10,1
1864,Feb,2,4,4.9,-1.8,1.6,6.7,0
1864,Feb,2,5,2.6,-1.3,0.7,3.9,0
1864,Feb,2,6,2.1,-4.1,-1,6.2,0
1864,Feb,2,7,-0.1,-2.4,-1.3,2.3,0
1864,Feb,2,8,1.4,-7.2,-2.9,8.6,0
1864,Feb,2,9,2.1,-7.9,-2.9,10,0
1864,Feb,2,10,3.8,-3.5,0.2,7.3,0
1864,Feb,2,11,6.6,0.4,3.5,6.2,11.5
1864,Feb,2,12,11.7,6.6,9.2,5.1,0.5
1864,Feb,2,13,13.4,2.6,8,10.8,0
1864,Feb,2,14,10.4,5.4,7.9,5,0
1864,Feb,2,15,12.6,6.5,9.6,6.1,1.3
1864,Feb,2,16,9.3,0.7,5,8.6,4.7
1864,Feb,2,17,6.3,-1.9,2.2,8.2,0
1864,Feb,2,18,3.9,-2.2,0.9,6.1,0
1864,Feb,2,19,0.4,-4,-1.8,4.4,0
1864,Feb,2,20,-0.7,-2.9,-1.8,2.2,0
1864,Feb,2,21,0.4,-1.8,-0.7,2.2,0.5
1864,Feb,2,22,2.1,-1.8,0.2,3.9,0
1864,Feb,2,23,2.7,-4.7,-1,7.4,0
1864,Feb,2,24,3.3,-0.8,1.3,4.1,0.3
1864,Feb,2,25,3.2,1.2,2.2,2,0
1864,Feb,2,26,3.2,1.5,2.4,1.7,0.5
1864,Feb,2,27,5.7,2.1,3.9,3.6,10
1864,Feb,2,28,9.1,4.4,6.8,4.7,5.5
1864,Feb,2,29,9.2,3.2,6.2,6,0.5
1864,Mar,3,1,8.8,-1.5,3.7,10.3,0.5
1864,Mar,3,2,7.8,2.2,5,5.6,0
1864,Mar,3,3,9.9,2.6,6.3,7.3,9.7
1864,Mar,3,4,13.7,2.3,8,11.4,0
1864,Mar,3,5,10,4.3,7.2,5.7,18.6
1864,Mar,3,6,11,5.4,8.2,5.6,5.5
1864,Mar,3,7,9.9,4.2,7.1,5.7,1
1864,Mar,3,8,4.3,0.6,2.5,3.7,7.7
1864,Mar,3,9,2.3,-4.1,-0.9,6.4,7.3
1864,Mar,3,10,8.8,1.9,5.4,6.9,0.3
1864,Mar,3,11,9.9,2.1,6,7.8,0
1864,Mar,3,12,9.3,2.9,6.1,6.4,0
1864,Mar,3,13,10.8,7.6,9.2,3.2,0
1864,Mar,3,14,12.4,7.6,10,4.8,0
1864,Mar,3,15,11.6,0.4,6,11.2,2.7
1864,Mar,3,16,8.2,1.1,4.7,7.1,0
1864,Mar,3,17,9.2,-2.4,3.4,11.6,0
1864,Mar,3,18,9.3,-1.3,4,10.6,0
1864,Mar,3,19,16,-0.4,7.8,16.4,0
1864,Mar,3,20,14.9,2.1,8.5,12.8,0
1864,Mar,3,21,7.6,2.1,4.9,5.5,0
1864,Mar,3,22,6.6,2.1,4.4,4.5,0
1864,Mar,3,23,8.8,-4.1,2.4,12.9,0
1864,Mar,3,24,10.3,-4.1,3.1,14.4,0
1864,Mar,3,25,12.7,1.5,7.1,11.2,0
1864,Mar,3,26,5.6,-0.2,2.7,5.8,0.5
1864,Mar,3,27,8.2,2.7,5.5,5.5,0
1864,Mar,3,28,8.3,1,4.7,7.3,2.5
1864,Mar,3,29,8.5,0.4,4.5,8.1,3.7
1864,Mar,3,30,9.9,0.3,5.1,9.6,0
1864,Mar,3,31,11.3,3.4,7.4,7.9,1.5
1864,Apr,4,1,9.8,0.4,5.1,9.4,0
1864,Apr,4,2,10.9,3.1,7,7.8,0
1864,Apr,4,3,14.2,7.1,10.7,7.1,2.9
1864,Apr,4,4,16.7,2.3,9.5,14.4,8.9
1864,Apr,4,5,5.4,1.8,3.6,3.6,12
1864,Apr,4,6,8,5,6.5,3,0.3
1864,Apr,4,7,10.9,4.9,7.9,6,0
1864,Apr,4,8,12.6,5.9,9.3,6.7,0.3
1864,Apr,4,9,13.7,7.1,10.4,6.6,0
1864,Apr,4,10,15.1,9.7,12.4,5.4,0
1864,Apr,4,11,17.1,4.3,10.7,12.8,0
1864,Apr,4,12,13.2,0.9,7.1,12.3,0
1864,Apr,4,13,13.6,0.4,7,13.2,0
1864,Apr,4,14,15.3,1.5,8.4,13.8,0
1864,Apr,4,15,18.1,7.2,12.7,10.9,2.3
1864,Apr,4,16,9.6,6.3,8,3.3,13.9
1864,Apr,4,17,14,3.2,8.6,10.8,0
1864,Apr,4,18,15.8,2.1,9,13.7,0
1864,Apr,4,19,17.6,5.9,11.8,11.7,0
1864,Apr,4,20,21.3,7.3,14.3,14,0
1864,Apr,4,21,19.8,2.6,11.2,17.2,0
1864,Apr,4,22,17.6,1.5,9.6,16.1,0
1864,Apr,4,23,18.1,2.9,10.5,15.2,0
1864,Apr,4,24,13.7,2.1,7.9,11.6,0
1864,Apr,4,25,14.8,4.8,9.8,10,0
1864,Apr,4,26,13.1,6.5,9.8,6.6,0
1864,Apr,4,27,13.2,5.6,9.4,7.6,0
1864,Apr,4,28,10.7,4.3,7.5,6.4,0
1864,Apr,4,29,17,6.2,11.6,10.8,0
1864,Apr,4,30,14.2,5.9,10.1,8.3,0
1864,May,5,1,16.9,11.1,14,5.8,2.5
1864,May,5,2,17.9,11.6,14.8,6.3,3.2
1864,May,5,3,17.7,9.2,13.5,8.5,8.9
1864,May,5,4,13.6,8.7,11.2,4.9,4.7
1864,May,5,5,14.7,7.2,11,7.5,7
1864,May,5,6,17.9,7.6,12.8,10.3,11.5
1864,May,5,7,15.8,3.7,9.8,12.1,0
1864,May,5,8,13,6.8,9.9,6.2,2.5
1864,May,5,9,13,7.1,10.1,5.9,2.5
1864,May,5,10,15.2,8.7,12,6.5,0
1864,May,5,11,16.3,9.8,13.1,6.5,0.3
1864,May,5,12,18.5,7.6,13.1,10.9,0
1864,May,5,13,19.7,6.8,13.3,12.9,0
1864,May,5,14,23.4,12.1,17.8,11.3,0
1864,May,5,15,24.1,10.4,17.3,13.7,0
1864,May,5,16,23.6,8.7,16.2,14.9,0
1864,May,5,17,25.4,9.8,17.6,15.6,0
1864,May,5,18,26.9,12.2,19.6,14.7,0
1864,May,5,19,27.5,12.3,19.9,15.2,0
1864,May,5,20,25.6,9.8,17.7,15.8,4
